CODGEO,LIBGEO,Code département,annee,type,taux_brut_de_mortalit___pour_mille_
56242,Séglien,56,2017,Taux brut de mortalité (pour mille),11.1
56243,Séné,56,2017,Taux brut de mortalité (pour mille),11.1
56244,Sérent,56,2017,Taux brut de mortalité (pour mille),11.1
56245,Silfiac,56,2017,Taux brut de mortalité (pour mille),11.1
56246,Le Sourn,56,2017,Taux brut de mortalité (pour mille),11.1
56247,Sulniac,56,2017,Taux brut de mortalité (pour mille),11.1
56248,Surzur,56,2017,Taux brut de mortalité (pour mille),11.1
56249,Taupont,56,2017,Taux brut de mortalité (pour mille),11.1
56250,Théhillac,56,2017,Taux brut de mortalité (pour mille),11.1
56251,Theix-Noyalo,56,2017,Taux brut de mortalité (pour mille),11.1
56252,Le Tour-du-Parc,56,2017,Taux brut de mortalité (pour mille),11.1
56253,Tréal,56,2017,Taux brut de mortalité (pour mille),11.1
56254,Trédion,56,2017,Taux brut de mortalité (pour mille),11.1
56255,Treffléan,56,2017,Taux brut de mortalité (pour mille),11.1
56256,Tréhorenteuc,56,2017,Taux brut de mortalité (pour mille),11.1
56257,La Trinité-Porhoët,56,2017,Taux brut de mortalité (pour mille),11.1
56258,La Trinité-sur-Mer,56,2017,Taux brut de mortalité (pour mille),11.1
56259,La Trinité-Surzur,56,2017,Taux brut de mortalité (pour mille),11.1
56260,Vannes,56,2017,Taux brut de mortalité (pour mille),11.1
56261,La Vraie-Croix,56,2017,Taux brut de mortalité (pour mille),11.1
56262,Le Bono,56,2017,Taux brut de mortalité (pour mille),11.1
56263,Sainte-Anne-d'Auray,56,2017,Taux brut de mortalité (pour mille),11.1
56264,Kernascléden,56,2017,Taux brut de mortalité (pour mille),11.1
