CODGEO,LIBGEO,Code département,annee,type,code_com,geo_point,typemetric,nom_com,code_dep,valeur
22197,Pleudihen-sur-Rance,22,2017,chomage,22197,"48.50951544309431, -1.9412624801936378",Taux de chômage trimestriel (en %),Pleudihen-sur-Rance,22,8.33
22198,Pleumeur-Bodou,22,2017,chomage,22198,"48.78542781504321, -3.518777493190809",Taux de chômage trimestriel (en %),Pleumeur-Bodou,22,8.33
22199,Pleumeur-Gautier,22,2017,chomage,22199,"48.800469646874966, -3.151540920684789",Taux de chômage trimestriel (en %),Pleumeur-Gautier,22,8.33
22200,Pléven,22,2017,chomage,22200,"48.49128434115146, -2.3211902889547233",Taux de chômage trimestriel (en %),Pléven,22,8.33
22201,Plévenon,22,2017,chomage,22201,"48.65647836354202, -2.31997098103021",Taux de chômage trimestriel (en %),Plévenon,22,8.33
22202,Plévin,22,2017,chomage,22202,"48.2236933611001, -3.516379511444769",Taux de chômage trimestriel (en %),Plévin,22,8.33
22203,Plœuc-L'Hermitage,22,2017,chomage,22203,"48.34074131893954, -2.7952897427258603",Taux de chômage trimestriel (en %),Plœuc-L'Hermitage,22,8.33
22204,Ploëzal,22,2017,chomage,22204,"48.71683177824035, -3.1808589207836055",Taux de chômage trimestriel (en %),Ploëzal,22,8.33
22205,Plorec-sur-Arguenon,22,2017,chomage,22205,"48.46360846668484, -2.3010423354649867",Taux de chômage trimestriel (en %),Plorec-sur-Arguenon,22,8.33
22206,Châtelaudren-Plouagat,22,2017,chomage,22206,"48.53038727713945, -2.989574473485287",Taux de chômage trimestriel (en %),Châtelaudren-Plouagat,22,8.33
22207,Plouaret,22,2017,chomage,22207,"48.61949008013532, -3.483272137839892",Taux de chômage trimestriel (en %),Plouaret,22,8.33
22208,Plouasne,22,2017,chomage,22208,"48.31178706593236, -2.007880383435003",Taux de chômage trimestriel (en %),Plouasne,22,8.33
22209,Beaussais-sur-Mer,22,2017,chomage,22209,"48.56046648898241, -2.1365246980572077",Taux de chômage trimestriel (en %),Beaussais-sur-Mer,22,8.33
22210,Ploubazlanec,22,2017,chomage,22210,"48.80531646998795, -3.044734163599906",Taux de chômage trimestriel (en %),Ploubazlanec,22,8.33
22211,Ploubezre,22,2017,chomage,22211,"48.685540104635514, -3.4484114804534305",Taux de chômage trimestriel (en %),Ploubezre,22,8.33
22212,Plouëc-du-Trieux,22,2017,chomage,22212,"48.67218252212366, -3.1875937861160675",Taux de chômage trimestriel (en %),Plouëc-du-Trieux,22,8.33
22213,Plouër-sur-Rance,22,2017,chomage,22213,"48.525076993155004, -2.0064772868034786",Taux de chômage trimestriel (en %),Plouër-sur-Rance,22,8.33
22214,Plouézec,22,2017,chomage,22214,"48.73857830623221, -2.9792489742525143",Taux de chômage trimestriel (en %),Plouézec,22,8.33
22215,Ploufragan,22,2017,chomage,22215,"48.487289095102696, -2.8081004181194076",Taux de chômage trimestriel (en %),Ploufragan,22,8.33
22216,Plougonver,22,2017,chomage,22216,"48.4850234183266, -3.3748184940250456",Taux de chômage trimestriel (en %),Plougonver,22,8.33
22217,Plougras,22,2017,chomage,22217,"48.496580804818194, -3.5645663818142",Taux de chômage trimestriel (en %),Plougras,22,8.33
22218,Plougrescant,22,2017,chomage,22218,"48.83997977804071, -3.239732572991491",Taux de chômage trimestriel (en %),Plougrescant,22,8.33
22219,Plouguenast-Langast,22,2017,chomage,22219,"48.27977801969337, -2.6900266392636634",Taux de chômage trimestriel (en %),Plouguenast-Langast,22,8.33
22220,Plouguernével,22,2017,chomage,22220,"48.23416976040906, -3.2473071374026845",Taux de chômage trimestriel (en %),Plouguernével,22,8.33
22221,Plouguiel,22,2017,chomage,22221,"48.804943058278226, -3.2446560431653406",Taux de chômage trimestriel (en %),Plouguiel,22,8.33
