LIBGEO;CODGEO;filiere;energie_type;production_mwh;puissances_kw;Code département;Code de la commune
Étel;56055;Solaire thermique;Chaleur;39.0;60.0;56;055
Évriguet;56056;Bois énergie domestique;Chaleur;436.0;563.0;56;056
Évriguet;56056;Hydroélectricité;Electricité;0.0;0.0;56;056
Évriguet;56056;PAC (aérothermie et géothermie);Chaleur;209.0;292.0;56;056
Évriguet;56056;Solaire thermique;Chaleur;4.0;10.0;56;056
Le Faouët;56057;Bois énergie chaufferies;Chaleur;1012.0;450.0;56;057
Le Faouët;56057;Bois énergie domestique;Chaleur;5437.0;7015.0;56;057
Le Faouët;56057;Hydroélectricité;Electricité;0.0;0.0;56;057
Le Faouët;56057;Méthanisation;Chaleur;23126.0;3300.0;56;057
Le Faouët;56057;PAC (aérothermie et géothermie);Chaleur;2246.0;3138.0;56;057
Le Faouët;56057;Solaire PV;Electricité;234.0;237.0;56;057
Le Faouët;56057;Solaire thermique;Chaleur;44.0;60.0;56;057
Férel;56058;Bois énergie domestique;Chaleur;6455.0;8328.0;56;058
Férel;56058;Hydroélectricité;Electricité;0.0;0.0;56;058
Férel;56058;PAC (aérothermie et géothermie);Chaleur;2601.0;3634.0;56;058
Férel;56058;Solaire PV;Electricité;153.0;166.0;56;058
Férel;56058;Solaire thermique;Chaleur;51.0;70.0;56;058
Les Fougerêts;56060;Bois énergie chaufferies;Chaleur;154.0;90.0;56;060
Les Fougerêts;56060;Bois énergie domestique;Chaleur;2087.0;2693.0;56;060
Les Fougerêts;56060;Éolien terrestre;Electricité;16600.0;12000.0;56;060
Les Fougerêts;56060;Hydroélectricité;Electricité;0.0;0.0;56;060
Les Fougerêts;56060;PAC (aérothermie et géothermie);Chaleur;843.0;1177.0;56;060
Les Fougerêts;56060;Solaire PV;Electricité;403.0;349.0;56;060
Les Fougerêts;56060;Solaire thermique;Chaleur;16.0;20.0;56;060
La Gacilly;56061;Bois énergie chaufferies;Chaleur;10819.0;3330.0;56;061
La Gacilly;56061;Bois énergie domestique;Chaleur;7281.0;9395.0;56;061
La Gacilly;56061;Éolien terrestre;Electricité;16600.0;12000.0;56;061
La Gacilly;56061;Hydroélectricité;Electricité;0.0;0.0;56;061
La Gacilly;56061;PAC (aérothermie et géothermie);Chaleur;2971.0;4150.0;56;061
La Gacilly;56061;Solaire PV;Electricité;401.0;459.0;56;061
La Gacilly;56061;Solaire thermique;Chaleur;58.0;80.0;56;061
Gâvres;56062;Bois énergie chaufferies;Chaleur;69.0;60.0;56;062
Gâvres;56062;Bois énergie domestique;Chaleur;1426.0;1839.0;56;062
Gâvres;56062;Hydroélectricité;Electricité;0.0;0.0;56;062
Gâvres;56062;PAC (aérothermie et géothermie);Chaleur;1189.0;1661.0;56;062
Gâvres;56062;Solaire thermique;Chaleur;23.0;30.0;56;062
Gestel;56063;Bois énergie domestique;Chaleur;3395.0;4381.0;56;063
Gestel;56063;Hydroélectricité;Electricité;0.0;0.0;56;063
Gestel;56063;PAC (aérothermie et géothermie);Chaleur;1608.0;2247.0;56;063
Gestel;56063;Solaire PV;Electricité;65.0;82.0;56;063
Gestel;56063;Solaire thermique;Chaleur;31.0;40.0;56;063
Gourhel;56065;Bois énergie domestique;Chaleur;1251.0;1614.0;56;065
Gourhel;56065;Hydroélectricité;Electricité;0.0;0.0;56;065
Gourhel;56065;PAC (aérothermie et géothermie);Chaleur;440.0;614.0;56;065
Gourhel;56065;Solaire thermique;Chaleur;9.0;10.0;56;065
Gourin;56066;Bois énergie domestique;Chaleur;7660.0;9883.0;56;066
Gourin;56066;Hydroélectricité;Electricité;0.0;0.0;56;066
Gourin;56066;PAC (aérothermie et géothermie);Chaleur;3296.0;4605.0;56;066
Gourin;56066;Solaire PV;Electricité;85.0;227.0;56;066
Gourin;56066;Solaire thermique;Chaleur;64.0;90.0;56;066
Grand-Champ;56067;Bois énergie domestique;Chaleur;8353.0;10778.0;56;067
Grand-Champ;56067;Hydroélectricité;Electricité;0.0;0.0;56;067
Grand-Champ;56067;PAC (aérothermie et géothermie);Chaleur;3356.0;4688.0;56;067
Grand-Champ;56067;Solaire PV;Electricité;574.0;555.0;56;067
Grand-Champ;56067;Solaire thermique;Chaleur;65.0;90.0;56;067
La Grée-Saint-Laurent;56068;Bois énergie domestique;Chaleur;658.0;849.0;56;068
La Grée-Saint-Laurent;56068;Hydroélectricité;Electricité;0.0;0.0;56;068
La Grée-Saint-Laurent;56068;PAC (aérothermie et géothermie);Chaleur;272.0;380.0;56;068
La Grée-Saint-Laurent;56068;Solaire thermique;Chaleur;5.0;10.0;56;068
Groix;56069;Bois énergie domestique;Chaleur;6456.0;8330.0;56;069
Groix;56069;Hydroélectricité;Electricité;0.0;0.0;56;069
Groix;56069;PAC (aérothermie et géothermie);Chaleur;3968.0;5544.0;56;069
Groix;56069;Solaire PV;Electricité;33.0;43.0;56;069
Groix;56069;Solaire thermique;Chaleur;77.0;110.0;56;069
Guégon;56070;Bois énergie domestique;Chaleur;4767.0;6150.0;56;070
Guégon;56070;Éolien terrestre;Electricité;16759.0;10250.0;56;070
Guégon;56070;Hydroélectricité;Electricité;0.0;0.0;56;070
Guégon;56070;Méthanisation;Chaleur;1454.0;163.0;56;070
Guégon;56070;Méthanisation;Electricité;1382.0;155.0;56;070
Guégon;56070;PAC (aérothermie et géothermie);Chaleur;1993.0;2785.0;56;070
Guégon;56070;Solaire PV;Electricité;648.0;577.0;56;070
Guégon;56070;Solaire thermique;Chaleur;39.0;50.0;56;070
Guéhenno;56071;Bois énergie domestique;Chaleur;1738.0;2243.0;56;071
Guéhenno;56071;Éolien terrestre;Electricité;12227.0;7000.0;56;071
Guéhenno;56071;Hydroélectricité;Electricité;0.0;0.0;56;071
Guéhenno;56071;PAC (aérothermie et géothermie);Chaleur;712.0;995.0;56;071
Guéhenno;56071;Solaire PV;Electricité;187.0;175.0;56;071
Guéhenno;56071;Solaire thermique;Chaleur;14.0;20.0;56;071
Gueltas;56072;Bois énergie domestique;Chaleur;982.0;1267.0;56;072
Gueltas;56072;Éolien terrestre;Electricité;4839.0;3000.0;56;072
Gueltas;56072;Hydroélectricité;Electricité;0.0;0.0;56;072
Gueltas;56072;Méthanisation;Biométhane;17772.4;2551.0;56;072
Gueltas;56072;Méthanisation;Chaleur;11568.0;1395.0;56;072
Gueltas;56072;Méthanisation;Electricité;8707.0;1050.0;56;072
Gueltas;56072;PAC (aérothermie et géothermie);Chaleur;412.0;576.0;56;072
Gueltas;56072;Solaire thermique;Chaleur;8.0;10.0;56;072
Guémené-sur-Scorff;56073;Bois énergie domestique;Chaleur;1744.0;2251.0;56;073
Guémené-sur-Scorff;56073;Hydroélectricité;Electricité;0.0;0.0;56;073
Guémené-sur-Scorff;56073;PAC (aérothermie et géothermie);Chaleur;820.0;1145.0;56;073
Guémené-sur-Scorff;56073;Solaire thermique;Chaleur;16.0;20.0;56;073
Guénin;56074;Bois énergie domestique;Chaleur;3263.0;4211.0;56;074
Guénin;56074;Hydroélectricité;Electricité;0.0;0.0;56;074
Guénin;56074;PAC (aérothermie et géothermie);Chaleur;1238.0;1729.0;56;074
Guénin;56074;Solaire PV;Electricité;1532.0;1346.0;56;074
Guénin;56074;Solaire thermique;Chaleur;24.0;30.0;56;074
Guer;56075;Bois énergie chaufferies;Chaleur;3809.0;1805.0;56;075
Guer;56075;Bois énergie domestique;Chaleur;9250.0;11935.0;56;075
Guer;56075;Hydroélectricité;Electricité;0.0;0.0;56;075
Guer;56075;Méthanisation;Biométhane;0.0;0.0;56;075
Guer;56075;Méthanisation;Chaleur;2055.0;250.0;56;075
Guer;56075;Méthanisation;Electricité;2055.0;250.0;56;075
Guer;56075;PAC (aérothermie et géothermie);Chaleur;3633.0;5075.0;56;075
Guer;56075;Solaire PV;Electricité;558.0;1014.0;56;075
Guer;56075;Solaire thermique;Chaleur;71.0;100.0;56;075
Guern;56076;Bois énergie chaufferies;Chaleur;130.0;90.0;56;076
Guern;56076;Bois énergie domestique;Chaleur;2731.0;3524.0;56;076
Guern;56076;Éolien terrestre;Electricité;288.0;6000.0;56;076
Guern;56076;Hydroélectricité;Electricité;0.0;0.0;56;076
Guern;56076;Méthanisation;Biométhane;0.0;0.0;56;076
Guern;56076;Méthanisation;Chaleur;1388.0;162.0;56;076
Guern;56076;Méthanisation;Electricité;1328.0;155.0;56;076
Guern;56076;PAC (aérothermie et géothermie);Chaleur;1207.0;1687.0;56;076
Guern;56076;Solaire PV;Electricité;230.0;286.0;56;076
Guern;56076;Solaire thermique;Chaleur;24.0;30.0;56;076
Le Guerno;56077;Bois énergie chaufferies;Chaleur;303.0;200.0;56;077
Le Guerno;56077;Bois énergie domestique;Chaleur;1771.0;2285.0;56;077
Le Guerno;56077;Hydroélectricité;Electricité;0.0;0.0;56;077
Le Guerno;56077;PAC (aérothermie et géothermie);Chaleur;695.0;971.0;56;077
Le Guerno;56077;Solaire PV;Electricité;20.0;35.0;56;077
Le Guerno;56077;Solaire thermique;Chaleur;14.0;20.0;56;077
Guidel;56078;Bois énergie chaufferies;Chaleur;0.0;0.0;56;078
Guidel;56078;Bois énergie domestique;Chaleur;14224.0;18353.0;56;078
Guidel;56078;Hydroélectricité;Electricité;0.0;0.0;56;078
Guidel;56078;PAC (aérothermie et géothermie);Chaleur;7993.0;11167.0;56;078
Guidel;56078;Solaire PV;Electricité;337.0;579.0;56;078
Guidel;56078;Solaire thermique;Chaleur;155.0;220.0;56;078
Guillac;56079;Bois énergie chaufferies;Chaleur;1807.0;1500.0;56;079
Guillac;56079;Bois énergie domestique;Chaleur;2797.0;3608.0;56;079
Guillac;56079;Hydroélectricité;Electricité;0.0;0.0;56;079
Guillac;56079;PAC (aérothermie et géothermie);Chaleur;1164.0;1626.0;56;079
Guillac;56079;Solaire PV;Electricité;71.0;98.0;56;079
Guillac;56079;Solaire thermique;Chaleur;23.0;30.0;56;079
Guilliers;56080;Bois énergie domestique;Chaleur;2689.0;3469.0;56;080
Guilliers;56080;Hydroélectricité;Electricité;0.0;0.0;56;080
Guilliers;56080;Méthanisation;Chaleur;257.0;50.0;56;080
Guilliers;56080;Méthanisation;Electricité;170.0;33.0;56;080
Guilliers;56080;PAC (aérothermie et géothermie);Chaleur;1215.0;1697.0;56;080
Guilliers;56080;Solaire PV;Electricité;248.0;223.0;56;080
Guilliers;56080;Solaire thermique;Chaleur;24.0;30.0;56;080
Guiscriff;56081;Bois énergie domestique;Chaleur;4831.0;6234.0;56;081
Guiscriff;56081;Hydroélectricité;Electricité;0.0;0.0;56;081
Guiscriff;56081;PAC (aérothermie et géothermie);Chaleur;2126.0;2971.0;56;081
Guiscriff;56081;Solaire PV;Electricité;25.0;31.0;56;081
Guiscriff;56081;Solaire thermique;Chaleur;41.0;60.0;56;081
Helléan;56082;Bois énergie domestique;Chaleur;798.0;1029.0;56;082
Helléan;56082;Hydroélectricité;Electricité;0.0;0.0;56;082
Helléan;56082;PAC (aérothermie et géothermie);Chaleur;365.0;510.0;56;082
Helléan;56082;Solaire thermique;Chaleur;7.0;10.0;56;082
Hennebont;56083;Bois énergie chaufferies;Chaleur;3994.0;1410.0;56;083
Hennebont;56083;Bois énergie domestique;Chaleur;15553.0;20067.0;56;083
Hennebont;56083;Hydroélectricité;Electricité;0.0;0.0;56;083
Hennebont;56083;PAC (aérothermie et géothermie);Chaleur;7660.0;10702.0;56;083
Hennebont;56083;Solaire PV;Electricité;130.0;163.0;56;083
Hennebont;56083;Solaire thermique;Chaleur;149.0;210.0;56;083
Le Hézo;56084;Bois énergie domestique;Chaleur;1546.0;1994.0;56;084
Le Hézo;56084;Hydroélectricité;Electricité;0.0;0.0;56;084
Le Hézo;56084;PAC (aérothermie et géothermie);Chaleur;724.0;1011.0;56;084
Le Hézo;56084;Solaire PV;Electricité;23.0;31.0;56;084
Le Hézo;56084;Solaire thermique;Chaleur;14.0;20.0;56;084
Hœdic;56085;Bois énergie domestique;Chaleur;378.0;488.0;56;085
Hœdic;56085;Hydroélectricité;Electricité;0.0;0.0;56;085
Hœdic;56085;PAC (aérothermie et géothermie);Chaleur;333.0;466.0;56;085
Hœdic;56085;Solaire PV;Electricité;108.0;90.0;56;085
Hœdic;56085;Solaire thermique;Chaleur;7.0;10.0;56;085
Île-d'Houat;56086;Bois énergie domestique;Chaleur;642.0;829.0;56;086
Île-d'Houat;56086;Hydroélectricité;Electricité;0.0;0.0;56;086
Île-d'Houat;56086;PAC (aérothermie et géothermie);Chaleur;453.0;632.0;56;086
Île-d'Houat;56086;Solaire thermique;Chaleur;9.0;10.0;56;086
Île-aux-Moines;56087;Bois énergie domestique;Chaleur;2105.0;2716.0;56;087
Île-aux-Moines;56087;Hydroélectricité;Electricité;0.0;0.0;56;087
Île-aux-Moines;56087;PAC (aérothermie et géothermie);Chaleur;1662.0;2322.0;56;087
Île-aux-Moines;56087;Solaire thermique;Chaleur;32.0;50.0;56;087
Île-d'Arz;56088;Bois énergie domestique;Chaleur;920.0;1187.0;56;088
Île-d'Arz;56088;Hydroélectricité;Electricité;0.0;0.0;56;088
Île-d'Arz;56088;PAC (aérothermie et géothermie);Chaleur;796.0;1113.0;56;088
Île-d'Arz;56088;Solaire thermique;Chaleur;16.0;20.0;56;088
Inguiniel;56089;Bois énergie chaufferies;Chaleur;63.0;120.0;56;089
Inguiniel;56089;Bois énergie domestique;Chaleur;3747.0;4834.0;56;089
Inguiniel;56089;Hydroélectricité;Electricité;0.0;0.0;56;089
Inguiniel;56089;Méthanisation;Chaleur;0.0;0.0;56;089
Inguiniel;56089;Méthanisation;Electricité;0.0;0.0;56;089
Inguiniel;56089;PAC (aérothermie et géothermie);Chaleur;1634.0;2282.0;56;089
Inguiniel;56089;Solaire PV;Electricité;539.0;504.0;56;089
Inguiniel;56089;Solaire thermique;Chaleur;32.0;40.0;56;089
Inzinzac-Lochrist;56090;Bois énergie domestique;Chaleur;7852.0;10131.0;56;090
Inzinzac-Lochrist;56090;Hydroélectricité;Electricité;1035.0;748.0;56;090
Inzinzac-Lochrist;56090;Méthanisation;Biométhane;8244.9;867.0;56;090
Inzinzac-Lochrist;56090;PAC (aérothermie et géothermie);Chaleur;3881.0;5422.0;56;090
Inzinzac-Lochrist;56090;Solaire PV;Electricité;415.0;577.0;56;090
Inzinzac-Lochrist;56090;Solaire thermique;Chaleur;76.0;110.0;56;090
Josselin;56091;Bois énergie chaufferies;Chaleur;195.0;100.0;56;091
Josselin;56091;Bois énergie domestique;Chaleur;3915.0;5051.0;56;091
Josselin;56091;Fossile;Chaleur;0.0;0.0;56;091
Josselin;56091;Fossile;Electricité;135.0;3000.0;56;091
Josselin;56091;Hydroélectricité;Electricité;0.0;0.0;56;091
Josselin;56091;PAC (aérothermie et géothermie);Chaleur;1624.0;2269.0;56;091
Josselin;56091;Solaire PV;Electricité;39.0;46.0;56;091
Josselin;56091;Solaire thermique;Chaleur;32.0;40.0;56;091
Kerfourn;56092;Bois énergie domestique;Chaleur;1570.0;2026.0;56;092
Kerfourn;56092;Hydroélectricité;Electricité;0.0;0.0;56;092
Kerfourn;56092;PAC (aérothermie et géothermie);Chaleur;608.0;849.0;56;092
Kerfourn;56092;Solaire PV;Electricité;276.0;294.0;56;092
Kerfourn;56092;Solaire thermique;Chaleur;12.0;20.0;56;092
Kergrist;56093;Bois énergie chaufferies;Chaleur;60.0;55.0;56;093
Kergrist;56093;Bois énergie domestique;Chaleur;1474.0;1902.0;56;093
Kergrist;56093;Éolien terrestre;Electricité;23860.0;19700.0;56;093
Kergrist;56093;Hydroélectricité;Electricité;0.0;0.0;56;093
Kergrist;56093;PAC (aérothermie et géothermie);Chaleur;576.0;805.0;56;093
Kergrist;56093;Solaire PV;Electricité;112.0;143.0;56;093
Kergrist;56093;Solaire thermique;Chaleur;11.0;20.0;56;093
Kervignac;56094;Bois énergie domestique;Chaleur;9951.0;12839.0;56;094
Kervignac;56094;Hydroélectricité;Electricité;0.0;0.0;56;094
Kervignac;56094;PAC (aérothermie et géothermie);Chaleur;3908.0;5460.0;56;094
Kervignac;56094;Solaire PV;Electricité;460.0;443.0;56;094
Kervignac;56094;Solaire thermique;Chaleur;76.0;110.0;56;094
Landaul;56096;Bois énergie domestique;Chaleur;4003.0;5164.0;56;096
Landaul;56096;Hydroélectricité;Electricité;0.0;0.0;56;096
Landaul;56096;PAC (aérothermie et géothermie);Chaleur;1503.0;2100.0;56;096
Landaul;56096;Solaire PV;Electricité;58.0;93.0;56;096
Landaul;56096;Solaire thermique;Chaleur;29.0;40.0;56;096
Landévant;56097;Bois énergie domestique;Chaleur;5618.0;7248.0;56;097
Landévant;56097;Hydroélectricité;Electricité;0.0;0.0;56;097
Landévant;56097;PAC (aérothermie et géothermie);Chaleur;2337.0;3265.0;56;097
Landévant;56097;Solaire PV;Electricité;117.0;133.0;56;097
Landévant;56097;Solaire thermique;Chaleur;45.0;60.0;56;097
Lanester;56098;Bois énergie chaufferies;Chaleur;4790.0;1750.0;56;098
Lanester;56098;Bois énergie domestique;Chaleur;19784.0;25526.0;56;098
Lanester;56098;Hydroélectricité;Electricité;0.0;0.0;56;098
Lanester;56098;PAC (aérothermie et géothermie);Chaleur;9696.0;13544.0;56;098
Lanester;56098;Solaire PV;Electricité;538.0;646.0;56;098
Lanester;56098;Solaire thermique;Chaleur;189.0;260.0;56;098
Langoëlan;56099;Bois énergie domestique;Chaleur;925.0;1194.0;56;099
Langoëlan;56099;Éolien terrestre;Electricité;1640.0;1800.0;56;099
Langoëlan;56099;Hydroélectricité;Electricité;0.0;0.0;56;099
Langoëlan;56099;PAC (aérothermie et géothermie);Chaleur;511.0;714.0;56;099
Langoëlan;56099;Solaire thermique;Chaleur;10.0;10.0;56;099
Langonnet;56100;Bois énergie domestique;Chaleur;3968.0;5119.0;56;100
Langonnet;56100;Hydroélectricité;Electricité;0.0;0.0;56;100
Langonnet;56100;PAC (aérothermie et géothermie);Chaleur;1814.0;2534.0;56;100
Langonnet;56100;Solaire PV;Electricité;329.0;405.0;56;100
Langonnet;56100;Solaire thermique;Chaleur;35.0;50.0;56;100
Languidic;56101;Bois énergie domestique;Chaleur;12269.0;15829.0;56;101
Languidic;56101;Fossile;Chaleur;4785.0;1283.0;56;101
Languidic;56101;Fossile;Electricité;4253.0;1140.0;56;101
Languidic;56101;Hydroélectricité;Electricité;0.0;0.0;56;101
Languidic;56101;PAC (aérothermie et géothermie);Chaleur;4948.0;6912.0;56;101
Languidic;56101;Solaire PV;Electricité;1247.0;1113.0;56;101
Languidic;56101;Solaire thermique;Chaleur;96.0;130.0;56;101
Forges de Lanouée;56102;Bois énergie chaufferies;Chaleur;310.0;280.0;56;102
Forges de Lanouée;56102;Bois énergie domestique;Chaleur;4370.0;5639.0;56;102
Forges de Lanouée;56102;Éolien terrestre;Electricité;16891.0;72800.0;56;102
Forges de Lanouée;56102;Hydroélectricité;Electricité;1249.0;687.0;56;102
Forges de Lanouée;56102;Méthanisation;Chaleur;0.0;0.0;56;102
Forges de Lanouée;56102;Méthanisation;Electricité;0.0;0.0;56;102
Forges de Lanouée;56102;PAC (aérothermie et géothermie);Chaleur;1745.0;2438.0;56;102
Forges de Lanouée;56102;Solaire PV;Electricité;1312.0;1198.0;56;102
Forges de Lanouée;56102;Solaire thermique;Chaleur;34.0;50.0;56;102
Lantillac;56103;Bois énergie domestique;Chaleur;667.0;861.0;56;103
Lantillac;56103;Hydroélectricité;Electricité;0.0;0.0;56;103
Lantillac;56103;PAC (aérothermie et géothermie);Chaleur;288.0;402.0;56;103
Lantillac;56103;Solaire thermique;Chaleur;6.0;10.0;56;103
Lanvaudan;56104;Bois énergie domestique;Chaleur;1376.0;1776.0;56;104
Lanvaudan;56104;Hydroélectricité;Electricité;0.0;0.0;56;104
Lanvaudan;56104;PAC (aérothermie et géothermie);Chaleur;595.0;831.0;56;104
Lanvaudan;56104;Solaire thermique;Chaleur;12.0;20.0;56;104
Lanvénégen;56105;Bois énergie domestique;Chaleur;2590.0;3342.0;56;105
Lanvénégen;56105;Hydroélectricité;Electricité;0.0;0.0;56;105
Lanvénégen;56105;PAC (aérothermie et géothermie);Chaleur;1181.0;1650.0;56;105
Lanvénégen;56105;Solaire PV;Electricité;323.0;273.0;56;105
Lanvénégen;56105;Solaire thermique;Chaleur;23.0;30.0;56;105
Larmor-Baden;56106;Bois énergie domestique;Chaleur;1953.0;2519.0;56;106
Larmor-Baden;56106;Hydroélectricité;Electricité;0.0;0.0;56;106
Larmor-Baden;56106;PAC (aérothermie et géothermie);Chaleur;1329.0;1857.0;56;106
Larmor-Baden;56106;Solaire thermique;Chaleur;26.0;40.0;56;106
Larmor-Plage;56107;Bois énergie chaufferies;Chaleur;120.0;70.0;56;107
Larmor-Plage;56107;Bois énergie domestique;Chaleur;10006.0;12910.0;56;107
Larmor-Plage;56107;Hydroélectricité;Electricité;0.0;0.0;56;107
Larmor-Plage;56107;PAC (aérothermie et géothermie);Chaleur;5541.0;7741.0;56;107
Larmor-Plage;56107;Solaire PV;Electricité;158.0;203.0;56;107
Larmor-Plage;56107;Solaire thermique;Chaleur;108.0;150.0;56;107
Larré;56108;Bois énergie domestique;Chaleur;1649.0;2127.0;56;108
Larré;56108;Éolien terrestre;Electricité;17422.0;9200.0;56;108
Larré;56108;Hydroélectricité;Electricité;0.0;0.0;56;108
Larré;56108;PAC (aérothermie et géothermie);Chaleur;707.0;988.0;56;108
Larré;56108;Solaire PV;Electricité;45.0;49.0;56;108
Larré;56108;Solaire thermique;Chaleur;14.0;20.0;56;108
Lauzach;56109;Bois énergie domestique;Chaleur;1869.0;2411.0;56;109
Lauzach;56109;Éolien terrestre;Electricité;18170.0;8000.0;56;109
Lauzach;56109;Hydroélectricité;Electricité;0.0;0.0;56;109
Lauzach;56109;PAC (aérothermie et géothermie);Chaleur;785.0;1097.0;56;109
Lauzach;56109;Solaire PV;Electricité;207.0;217.0;56;109
Lauzach;56109;Solaire thermique;Chaleur;15.0;20.0;56;109
Lignol;56110;Bois énergie domestique;Chaleur;1950.0;2516.0;56;110
Lignol;56110;Hydroélectricité;Electricité;0.0;0.0;56;110
Lignol;56110;PAC (aérothermie et géothermie);Chaleur;946.0;1321.0;56;110
Lignol;56110;Solaire PV;Electricité;447.0;409.0;56;110
Lignol;56110;Solaire thermique;Chaleur;18.0;30.0;56;110
Limerzel;56111;Bois énergie domestique;Chaleur;2872.0;3705.0;56;111
Limerzel;56111;Hydroélectricité;Electricité;0.0;0.0;56;111
Limerzel;56111;PAC (aérothermie et géothermie);Chaleur;1288.0;1800.0;56;111
Limerzel;56111;Solaire PV;Electricité;184.0;185.0;56;111
Limerzel;56111;Solaire thermique;Chaleur;25.0;40.0;56;111
Lizio;56112;Bois énergie chaufferies;Chaleur;240.0;190.0;56;112
Lizio;56112;Bois énergie domestique;Chaleur;1669.0;2153.0;56;112
Lizio;56112;Éolien terrestre;Electricité;8728.0;6000.0;56;112
Lizio;56112;Hydroélectricité;Electricité;0.0;0.0;56;112
Lizio;56112;Méthanisation;Chaleur;1260.0;155.0;56;112
Lizio;56112;Méthanisation;Electricité;1301.0;160.0;56;112
Lizio;56112;PAC (aérothermie et géothermie);Chaleur;741.0;1035.0;56;112
Lizio;56112;Solaire PV;Electricité;355.0;324.0;56;112
Lizio;56112;Solaire thermique;Chaleur;14.0;20.0;56;112
Locmalo;56113;Bois énergie chaufferies;Chaleur;0.0;0.0;56;113
Locmalo;56113;Bois énergie domestique;Chaleur;1845.0;2380.0;56;113
Locmalo;56113;Hydroélectricité;Electricité;0.0;0.0;56;113
Locmalo;56113;PAC (aérothermie et géothermie);Chaleur;779.0;1088.0;56;113
Locmalo;56113;Solaire PV;Electricité;254.0;253.0;56;113
Locmalo;56113;Solaire thermique;Chaleur;15.0;20.0;56;113
Locmaria;56114;Bois énergie domestique;Chaleur;2903.0;3746.0;56;114
Locmaria;56114;Hydroélectricité;Electricité;0.0;0.0;56;114
Locmaria;56114;PAC (aérothermie et géothermie);Chaleur;2131.0;2978.0;56;114
Locmaria;56114;Solaire thermique;Chaleur;41.0;60.0;56;114
Locmaria-Grand-Champ;56115;Bois énergie domestique;Chaleur;2454.0;3166.0;56;115
Locmaria-Grand-Champ;56115;Hydroélectricité;Electricité;0.0;0.0;56;115
Locmaria-Grand-Champ;56115;PAC (aérothermie et géothermie);Chaleur;979.0;1368.0;56;115
Locmaria-Grand-Champ;56115;Solaire PV;Electricité;18.0;29.0;56;115
Locmaria-Grand-Champ;56115;Solaire thermique;Chaleur;19.0;30.0;56;115
Locmariaquer;56116;Bois énergie domestique;Chaleur;3949.0;5095.0;56;116
Locmariaquer;56116;Hydroélectricité;Electricité;0.0;0.0;56;116
Locmariaquer;56116;PAC (aérothermie et géothermie);Chaleur;2555.0;3569.0;56;116
Locmariaquer;56116;Solaire PV;Electricité;84.0;104.0;56;116
Locmariaquer;56116;Solaire thermique;Chaleur;50.0;70.0;56;116
Locminé;56117;Bois énergie chaufferies;Chaleur;7163.0;2160.0;56;117
Locminé;56117;Bois énergie domestique;Chaleur;4472.0;5770.0;56;117
Locminé;56117;Hydroélectricité;Electricité;0.0;0.0;56;117
Locminé;56117;Méthanisation;Biométhane;8849.0;1224.0;56;117
Locminé;56117;Méthanisation;Chaleur;14119.0;1800.0;56;117
Locminé;56117;Méthanisation;Electricité;12551.0;1600.0;56;117
Locminé;56117;PAC (aérothermie et géothermie);Chaleur;2352.0;3286.0;56;117
Locminé;56117;Solaire PV;Electricité;346.0;332.0;56;117
Locminé;56117;Solaire thermique;Chaleur;46.0;60.0;56;117
Locmiquélic;56118;Bois énergie chaufferies;Chaleur;545.0;240.0;56;118
Locmiquélic;56118;Bois énergie domestique;Chaleur;5431.0;7007.0;56;118
Locmiquélic;56118;Hydroélectricité;Electricité;0.0;0.0;56;118
Locmiquélic;56118;PAC (aérothermie et géothermie);Chaleur;2914.0;4071.0;56;118
Locmiquélic;56118;Solaire PV;Electricité;48.0;63.0;56;118
Locmiquélic;56118;Solaire thermique;Chaleur;57.0;80.0;56;118
Locoal-Mendon;56119;Bois énergie chaufferies;Chaleur;36.0;32.0;56;119
Locoal-Mendon;56119;Bois énergie domestique;Chaleur;6186.0;7981.0;56;119
Locoal-Mendon;56119;Hydroélectricité;Electricité;0.0;0.0;56;119
Locoal-Mendon;56119;PAC (aérothermie et géothermie);Chaleur;2476.0;3458.0;56;119
Locoal-Mendon;56119;Solaire PV;Electricité;263.0;250.0;56;119
Locoal-Mendon;56119;Solaire thermique;Chaleur;48.0;70.0;56;119
Locqueltas;56120;Bois énergie domestique;Chaleur;2844.0;3669.0;56;120
Locqueltas;56120;Hydroélectricité;Electricité;0.0;0.0;56;120
Locqueltas;56120;Méthanisation;Biométhane;2557.0;663.0;56;120
Locqueltas;56120;PAC (aérothermie et géothermie);Chaleur;1146.0;1601.0;56;120
Locqueltas;56120;Solaire thermique;Chaleur;22.0;30.0;56;120
Lorient;56121;Bois énergie chaufferies;Chaleur;12173.0;6790.0;56;121
Lorient;56121;Bois énergie domestique;Chaleur;26727.0;34484.0;56;121
Lorient;56121;Hydroélectricité;Electricité;0.0;0.0;56;121
Lorient;56121;PAC (aérothermie et géothermie);Chaleur;13580.0;18971.0;56;121
Lorient;56121;Solaire PV;Electricité;4026.0;3549.0;56;121
Lorient;56121;Solaire thermique;Chaleur;264.0;370.0;56;121
Loyat;56122;Bois énergie domestique;Chaleur;3198.0;4127.0;56;122
Loyat;56122;Hydroélectricité;Electricité;0.0;0.0;56;122
Loyat;56122;PAC (aérothermie et géothermie);Chaleur;1387.0;1937.0;56;122
Loyat;56122;Solaire PV;Electricité;626.0;534.0;56;122
Loyat;56122;Solaire thermique;Chaleur;27.0;40.0;56;122
Malansac;56123;Bois énergie domestique;Chaleur;4532.0;5847.0;56;123
