Code département;Libellé département;Code commune;Libellé commune;Inscrits;Votants;% Votants;Abstentions;% Abstentions;Exprimés;% Exprimés/inscrits;% Exprimés/votants;Blancs;% Blancs/inscrits;% Blancs/votants;Nuls;% Nuls/inscrits;% Nuls/votants;Score_Gauche;Score_Droite;Score_Divers
29;Finistère;29247.0;Saint-Evarzec;3052.0;2335.0;76,51%;717.0;23,49%;2275.0;74,54%;97,43%;40.0;1,31%;1,71%;20.0;0,66%;0,86%;28.39;71.61;0.0
29;Finistère;29248.0;Saint-Frégant;695.0;485.0;69,78%;210.0;30,22%;469.0;67,48%;96,70%;13.0;1,87%;2,68%;3.0;0,43%;0,62%;23.24;76.77;0.0
29;Finistère;29249.0;Saint-Goazec;594.0;429.0;72,22%;165.0;27,78%;420.0;70,71%;97,90%;7.0;1,18%;1,63%;2.0;0,34%;0,47%;34.29;65.72;0.0
29;Finistère;29250.0;Saint-Hernin;600.0;421.0;70,17%;179.0;29,83%;407.0;67,83%;96,67%;5.0;0,83%;1,19%;9.0;1,50%;2,14%;40.78;59.22;0.0
29;Finistère;29251.0;Saint-Jean-du-Doigt;604.0;488.0;80,79%;116.0;19,21%;475.0;78,64%;97,34%;6.0;0,99%;1,23%;7.0;1,16%;1,43%;46.31;53.69;0.0
29;Finistère;29252.0;Saint-Jean-Trolimon;767.0;601.0;78,36%;166.0;21,64%;579.0;75,49%;96,34%;14.0;1,83%;2,33%;8.0;1,04%;1,33%;35.41;64.59;0.0
29;Finistère;29254.0;Saint-Martin-des-Champs;3490.0;2521.0;72,23%;969.0;27,77%;2471.0;70,80%;98,02%;34.0;0,97%;1,35%;16.0;0,46%;0,63%;36.63;63.38;0.0
29;Finistère;29255.0;Saint-Méen;653.0;519.0;79,48%;134.0;20,52%;514.0;78,71%;99,04%;5.0;0,77%;0,96%;0.0;0,00%;0,00%;24.7;75.3;0.0
29;Finistère;29256.0;Saint-Nic;656.0;495.0;75,46%;161.0;24,54%;481.0;73,32%;97,17%;9.0;1,37%;1,82%;5.0;0,76%;1,01%;34.52;65.48;0.0
29;Finistère;29257.0;Saint-Pabu;1846.0;1384.0;74,97%;462.0;25,03%;1350.0;73,13%;97,54%;27.0;1,46%;1,95%;7.0;0,38%;0,51%;25.63;74.36;0.01
29;Finistère;29259.0;Saint-Pol-de-Léon;5346.0;3878.0;72,54%;1468.0;27,46%;3800.0;71,08%;97,99%;50.0;0,94%;1,29%;28.0;0,52%;0,72%;26.6;73.39;0.01
29;Finistère;29260.0;Saint-Renan;6801.0;4983.0;73,27%;1818.0;26,73%;4883.0;71,80%;97,99%;78.0;1,15%;1,57%;22.0;0,32%;0,44%;25.09;74.76;0.15
29;Finistère;29261.0;Saint-Rivoal;156.0;126.0;80,77%;30.0;19,23%;122.0;78,21%;96,83%;2.0;1,28%;1,59%;2.0;1,28%;1,59%;73.77;26.23;0.0
29;Finistère;29262.0;Saint-Sauveur;586.0;397.0;67,75%;189.0;32,25%;387.0;66,04%;97,48%;9.0;1,54%;2,27%;1.0;0,17%;0,25%;23.0;77.0;0.0
29;Finistère;29263.0;Saint-Ségal;891.0;648.0;72,73%;243.0;27,27%;624.0;70,03%;96,30%;8.0;0,90%;1,23%;16.0;1,80%;2,47%;39.74;60.25;0.01
29;Finistère;29264.0;Saint-Servais;587.0;414.0;70,53%;173.0;29,47%;406.0;69,17%;98,07%;7.0;1,19%;1,69%;1.0;0,17%;0,24%;17.49;82.51;0.0
29;Finistère;29265.0;Sainte-Sève;835.0;659.0;78,92%;176.0;21,08%;652.0;78,08%;98,94%;6.0;0,72%;0,91%;1.0;0,12%;0,15%;31.28;68.71;0.01
29;Finistère;29266.0;Saint-Thégonnec Loc-Eguiner;2446.0;1758.0;71,87%;688.0;28,13%;1719.0;70,28%;97,78%;33.0;1,35%;1,88%;6.0;0,25%;0,34%;27.4;72.6;0.0
29;Finistère;29267.0;Saint-Thois;545.0;387.0;71,01%;158.0;28,99%;384.0;70,46%;99,22%;2.0;0,37%;0,52%;1.0;0,18%;0,26%;44.79;55.21;0.0
29;Finistère;29268.0;Saint-Thonan;1346.0;1068.0;79,35%;278.0;20,65%;1044.0;77,56%;97,75%;20.0;1,49%;1,87%;4.0;0,30%;0,37%;26.53;73.46;0.01
29;Finistère;29269.0;Saint-Thurien;760.0;557.0;73,29%;203.0;26,71%;540.0;71,05%;96,95%;8.0;1,05%;1,44%;9.0;1,18%;1,62%;43.88;56.11;0.01
29;Finistère;29270.0;Saint-Urbain;1257.0;994.0;79,08%;263.0;20,92%;966.0;76,85%;97,18%;22.0;1,75%;2,21%;6.0;0,48%;0,60%;45.66;54.34;0.0
29;Finistère;29271.0;Saint-Vougay;686.0;512.0;74,64%;174.0;25,36%;493.0;71,87%;96,29%;14.0;2,04%;2,73%;5.0;0,73%;0,98%;17.85;82.15;0.0
29;Finistère;29272.0;Saint-Yvi;2525.0;1903.0;75,37%;622.0;24,63%;1832.0;72,55%;96,27%;42.0;1,66%;2,21%;29.0;1,15%;1,52%;40.24;59.78;0.0
29;Finistère;29273.0;Santec;2131.0;1584.0;74,33%;547.0;25,67%;1554.0;72,92%;98,11%;25.0;1,17%;1,58%;5.0;0,23%;0,32%;30.05;69.95;0.0
29;Finistère;29274.0;Scaër;4304.0;2884.0;67,01%;1420.0;32,99%;2801.0;65,08%;97,12%;56.0;1,30%;1,94%;27.0;0,63%;0,94%;38.74;61.27;0.0
29;Finistère;29275.0;Scrignac;589.0;441.0;74,87%;148.0;25,13%;423.0;71,82%;95,92%;16.0;2,72%;3,63%;2.0;0,34%;0,45%;45.63;54.38;0.0
29;Finistère;29276.0;Sibiril;997.0;753.0;75,53%;244.0;24,47%;736.0;73,82%;97,74%;13.0;1,30%;1,73%;4.0;0,40%;0,53%;24.73;75.27;0.0
29;Finistère;29277.0;Sizun;1691.0;1306.0;77,23%;385.0;22,77%;1283.0;75,87%;98,24%;10.0;0,59%;0,77%;13.0;0,77%;1,00%;33.82;66.18;0.0
29;Finistère;29278.0;Spézet;1355.0;959.0;70,77%;396.0;29,23%;935.0;69,00%;97,50%;17.0;1,25%;1,77%;7.0;0,52%;0,73%;39.68;60.32;0.0
29;Finistère;29279.0;Taulé;2266.0;1635.0;72,15%;631.0;27,85%;1600.0;70,61%;97,86%;26.0;1,15%;1,59%;9.0;0,40%;0,55%;29.31;70.68;0.01
29;Finistère;29280.0;Telgruc-sur-Mer;1844.0;1409.0;76,41%;435.0;23,59%;1371.0;74,35%;97,30%;33.0;1,79%;2,34%;5.0;0,27%;0,35%;36.99;63.02;0.0
29;Finistère;29281.0;Tourch;787.0;574.0;72,94%;213.0;27,06%;562.0;71,41%;97,91%;6.0;0,76%;1,05%;6.0;0,76%;1,05%;40.4;59.61;0.0
29;Finistère;29282.0;Trébabu;310.0;243.0;78,39%;67.0;21,61%;237.0;76,45%;97,53%;6.0;1,94%;2,47%;0.0;0,00%;0,00%;21.52;78.06;0.42
29;Finistère;29284.0;Treffiagat;2125.0;1629.0;76,66%;496.0;23,34%;1584.0;74,54%;97,24%;34.0;1,60%;2,09%;11.0;0,52%;0,68%;29.86;70.14;0.0
29;Finistère;29285.0;Tréflaouénan;377.0;250.0;66,31%;127.0;33,69%;249.0;66,05%;99,60%;1.0;0,27%;0,40%;0.0;0,00%;0,00%;24.1;75.9;0.0
29;Finistère;29286.0;Tréflévénez;216.0;168.0;77,78%;48.0;22,22%;162.0;75,00%;96,43%;6.0;2,78%;3,57%;0.0;0,00%;0,00%;37.66;62.35;0.0
29;Finistère;29287.0;Tréflez;796.0;622.0;78,14%;174.0;21,86%;612.0;76,88%;98,39%;7.0;0,88%;1,13%;3.0;0,38%;0,48%;20.59;79.41;0.0
29;Finistère;29288.0;Trégarantec;439.0;350.0;79,73%;89.0;20,27%;334.0;76,08%;95,43%;13.0;2,96%;3,71%;3.0;0,68%;0,86%;27.55;72.45;0.0
29;Finistère;29289.0;Trégarvan;136.0;116.0;85,29%;20.0;14,71%;112.0;82,35%;96,55%;3.0;2,21%;2,59%;1.0;0,74%;0,86%;56.25;43.75;0.0
29;Finistère;29290.0;Tréglonou;538.0;396.0;73,61%;142.0;26,39%;385.0;71,56%;97,22%;5.0;0,93%;1,26%;6.0;1,12%;1,52%;27.01;72.99;0.0
29;Finistère;29291.0;Trégourez;747.0;510.0;68,27%;237.0;31,73%;499.0;66,80%;97,84%;9.0;1,20%;1,76%;2.0;0,27%;0,39%;38.27;61.72;0.01
29;Finistère;29292.0;Tréguennec;268.0;222.0;82,84%;46.0;17,16%;218.0;81,34%;98,20%;3.0;1,12%;1,35%;1.0;0,37%;0,45%;44.03;55.96;0.01
29;Finistère;29293.0;Trégunc;6542.0;4854.0;74,20%;1688.0;25,80%;4757.0;72,71%;98,00%;63.0;0,96%;1,30%;34.0;0,52%;0,70%;38.68;61.32;0.0
29;Finistère;29294.0;Le Tréhou;507.0;350.0;69,03%;157.0;30,97%;337.0;66,47%;96,29%;10.0;1,97%;2,86%;3.0;0,59%;0,86%;31.15;68.84;0.01
29;Finistère;29295.0;Trémaouézan;372.0;298.0;80,11%;74.0;19,89%;289.0;77,69%;96,98%;7.0;1,88%;2,35%;2.0;0,54%;0,67%;30.45;69.56;0.0
29;Finistère;29296.0;Tréméoc;1178.0;924.0;78,44%;254.0;21,56%;900.0;76,40%;97,40%;19.0;1,61%;2,06%;5.0;0,42%;0,54%;35.88;64.12;0.0
29;Finistère;29297.0;Tréméven;1908.0;1413.0;74,06%;495.0;25,94%;1383.0;72,48%;97,88%;22.0;1,15%;1,56%;8.0;0,42%;0,57%;44.91;55.1;0.0
29;Finistère;29298.0;Tréogat;469.0;393.0;83,80%;76.0;16,20%;383.0;81,66%;97,46%;10.0;2,13%;2,54%;0.0;0,00%;0,00%;37.33;62.67;0.0
29;Finistère;29299.0;Tréouergat;238.0;187.0;78,57%;51.0;21,43%;182.0;76,47%;97,33%;3.0;1,26%;1,60%;2.0;0,84%;1,07%;27.48;71.99;0.53
29;Finistère;29300.0;Le Trévoux;1314.0;971.0;73,90%;343.0;26,10%;952.0;72,45%;98,04%;15.0;1,14%;1,54%;4.0;0,30%;0,41%;46.02;53.99;0.0
29;Finistère;29301.0;Trézilidé;246.0;192.0;78,05%;54.0;21,95%;184.0;74,80%;95,83%;7.0;2,85%;3,65%;1.0;0,41%;0,52%;17.94;82.07;0.0
29;Finistère;29302.0;Pont-de-Buis-lès-Quimerch;2809.0;1884.0;67,07%;925.0;32,93%;1818.0;64,72%;96,50%;45.0;1,60%;2,39%;21.0;0,75%;1,11%;43.62;56.39;0.0
35;Ille-et-Vilaine;35001.0;Acigné;5495.0;4268.0;77,67%;1227.0;22,33%;4188.0;76,21%;98,13%;61.0;1,11%;1,43%;19.0;0,35%;0,45%;45.94;54.06;0.0
35;Ille-et-Vilaine;35002.0;Amanlis;1361.0;1030.0;75,68%;331.0;24,32%;993.0;72,96%;96,41%;29.0;2,13%;2,82%;8.0;0,59%;0,78%;35.04;64.96;0.0
35;Ille-et-Vilaine;35003.0;Andouillé-Neuville;676.0;481.0;71,15%;195.0;28,85%;469.0;69,38%;97,51%;9.0;1,33%;1,87%;3.0;0,44%;0,62%;30.49;69.51;0.0
35;Ille-et-Vilaine;35004.0;Val-Couesnon;3012.0;2072.0;68,79%;940.0;31,21%;2008.0;66,67%;96,91%;43.0;1,43%;2,08%;21.0;0,70%;1,01%;18.62;81.37;0.01
35;Ille-et-Vilaine;35005.0;Arbrissel;207.0;144.0;69,57%;63.0;30,43%;135.0;65,22%;93,75%;7.0;3,38%;4,86%;2.0;0,97%;1,39%;23.7;76.3;0.0
35;Ille-et-Vilaine;35006.0;Argentré-du-Plessis;3581.0;2538.0;70,87%;1043.0;29,13%;2452.0;68,47%;96,61%;65.0;1,82%;2,56%;21.0;0,59%;0,83%;24.15;75.85;0.0
35;Ille-et-Vilaine;35007.0;Aubigné;337.0;276.0;81,90%;61.0;18,10%;273.0;81,01%;98,91%;1.0;0,30%;0,36%;2.0;0,59%;0,72%;37.37;62.64;0.0
35;Ille-et-Vilaine;35008.0;Availles-sur-Seiche;483.0;321.0;66,46%;162.0;33,54%;315.0;65,22%;98,13%;5.0;1,04%;1,56%;1.0;0,21%;0,31%;17.14;82.86;0.0
35;Ille-et-Vilaine;35009.0;Baguer-Morvan;1266.0;925.0;73,06%;341.0;26,94%;905.0;71,48%;97,84%;15.0;1,18%;1,62%;5.0;0,39%;0,54%;15.58;84.41;0.01
35;Ille-et-Vilaine;35010.0;Baguer-Pican;1276.0;922.0;72,26%;354.0;27,74%;896.0;70,22%;97,18%;18.0;1,41%;1,95%;8.0;0,63%;0,87%;16.74;83.26;0.0
35;Ille-et-Vilaine;35012.0;Bain-de-Bretagne;5857.0;4047.0;69,10%;1810.0;30,90%;3927.0;67,05%;97,03%;89.0;1,52%;2,20%;31.0;0,53%;0,77%;30.0;69.99;0.01
35;Ille-et-Vilaine;35013.0;Bains-sur-Oust;2932.0;2145.0;73,16%;787.0;26,84%;2085.0;71,11%;97,20%;43.0;1,47%;2,00%;17.0;0,58%;0,79%;30.12;69.87;0.01
35;Ille-et-Vilaine;35014.0;Bais;1679.0;1091.0;64,98%;588.0;35,02%;1072.0;63,85%;98,26%;12.0;0,71%;1,10%;7.0;0,42%;0,64%;19.59;80.41;0.0
35;Ille-et-Vilaine;35015.0;Balazé;1767.0;1230.0;69,61%;537.0;30,39%;1182.0;66,89%;96,10%;29.0;1,64%;2,36%;19.0;1,08%;1,54%;19.88;80.12;0.0
35;Ille-et-Vilaine;35016.0;Baulon;1676.0;1199.0;71,54%;477.0;28,46%;1164.0;69,45%;97,08%;28.0;1,67%;2,34%;7.0;0,42%;0,58%;33.08;66.93;0.0
35;Ille-et-Vilaine;35017.0;La Baussaine;496.0;376.0;75,81%;120.0;24,19%;369.0;74,40%;98,14%;5.0;1,01%;1,33%;2.0;0,40%;0,53%;36.86;63.14;0.0
35;Ille-et-Vilaine;35018.0;La Bazouge-du-Désert;819.0;592.0;72,28%;227.0;27,72%;580.0;70,82%;97,97%;7.0;0,85%;1,18%;5.0;0,61%;0,84%;20.34;79.66;0.0
35;Ille-et-Vilaine;35019.0;Bazouges-la-Pérouse;1398.0;1016.0;72,68%;382.0;27,32%;986.0;70,53%;97,05%;14.0;1,00%;1,38%;16.0;1,14%;1,57%;26.58;73.43;0.0
35;Ille-et-Vilaine;35021.0;Beaucé;1004.0;780.0;77,69%;224.0;22,31%;762.0;75,90%;97,69%;11.0;1,10%;1,41%;7.0;0,70%;0,90%;16.66;83.33;0.01
35;Ille-et-Vilaine;35022.0;Bécherel;494.0;383.0;77,53%;111.0;22,47%;377.0;76,32%;98,43%;4.0;0,81%;1,04%;2.0;0,40%;0,52%;45.62;54.38;0.0
35;Ille-et-Vilaine;35023.0;Bédée;3525.0;2669.0;75,72%;856.0;24,28%;2614.0;74,16%;97,94%;28.0;0,79%;1,05%;27.0;0,77%;1,01%;34.51;65.49;0.0
35;Ille-et-Vilaine;35024.0;Betton;9721.0;7647.0;78,66%;2074.0;21,34%;7479.0;76,94%;97,80%;112.0;1,15%;1,46%;56.0;0,58%;0,73%;43.17;56.83;0.0
35;Ille-et-Vilaine;35025.0;Billé;859.0;637.0;74,16%;222.0;25,84%;624.0;72,64%;97,96%;8.0;0,93%;1,26%;5.0;0,58%;0,78%;16.34;83.66;0.0
35;Ille-et-Vilaine;35026.0;Bléruais;78.0;56.0;71,79%;22.0;28,21%;56.0;71,79%;100,00%;0.0;0,00%;0,00%;0.0;0,00%;0,00%;44.64;55.36;0.0
35;Ille-et-Vilaine;35027.0;Boisgervilly;1301.0;910.0;69,95%;391.0;30,05%;885.0;68,02%;97,25%;14.0;1,08%;1,54%;11.0;0,85%;1,21%;30.51;69.49;0.0
35;Ille-et-Vilaine;35028.0;Boistrudan;534.0;360.0;67,42%;174.0;32,58%;351.0;65,73%;97,50%;9.0;1,69%;2,50%;0.0;0,00%;0,00%;26.21;73.79;0.0
35;Ille-et-Vilaine;35029.0;Bonnemain;1102.0;778.0;70,60%;324.0;29,40%;744.0;67,51%;95,63%;21.0;1,91%;2,70%;13.0;1,18%;1,67%;27.42;72.58;0.0
35;Ille-et-Vilaine;35030.0;La Bosse-de-Bretagne;502.0;371.0;73,90%;131.0;26,10%;352.0;70,12%;94,88%;13.0;2,59%;3,50%;6.0;1,20%;1,62%;32.95;67.04;0.01
35;Ille-et-Vilaine;35031.0;La Bouëxière;3361.0;2489.0;74,06%;872.0;25,94%;2415.0;71,85%;97,03%;61.0;1,81%;2,45%;13.0;0,39%;0,52%;36.94;63.06;0.0
35;Ille-et-Vilaine;35032.0;Bourgbarré;3289.0;2419.0;73,55%;870.0;26,45%;2341.0;71,18%;96,78%;59.0;1,79%;2,44%;19.0;0,58%;0,79%;32.55;67.45;0.0
35;Ille-et-Vilaine;35033.0;Bourg-des-Comptes;2447.0;1851.0;75,64%;596.0;24,36%;1804.0;73,72%;97,46%;36.0;1,47%;1,94%;11.0;0,45%;0,59%;39.8;60.2;0.0
35;Ille-et-Vilaine;35034.0;La Boussac;954.0;664.0;69,60%;290.0;30,40%;642.0;67,30%;96,69%;13.0;1,36%;1,96%;9.0;0,94%;1,36%;27.57;72.42;0.01
35;Ille-et-Vilaine;35035.0;Bovel;474.0;346.0;73,00%;128.0;27,00%;341.0;71,94%;98,55%;1.0;0,21%;0,29%;4.0;0,84%;1,16%;36.07;63.93;0.0
35;Ille-et-Vilaine;35037.0;Bréal-sous-Montfort;4857.0;3653.0;75,21%;1204.0;24,79%;3555.0;73,19%;97,32%;80.0;1,65%;2,19%;18.0;0,37%;0,49%;28.81;71.2;0.0
35;Ille-et-Vilaine;35038.0;Bréal-sous-Vitré;513.0;358.0;69,79%;155.0;30,21%;345.0;67,25%;96,37%;10.0;1,95%;2,79%;3.0;0,58%;0,84%;25.51;74.5;0.0
35;Ille-et-Vilaine;35039.0;Brécé;1650.0;1253.0;75,94%;397.0;24,06%;1216.0;73,70%;97,05%;24.0;1,45%;1,92%;13.0;0,79%;1,04%;39.72;60.28;0.0
35;Ille-et-Vilaine;35040.0;Breteil;2888.0;2122.0;73,48%;766.0;26,52%;2071.0;71,71%;97,60%;36.0;1,25%;1,70%;15.0;0,52%;0,71%;44.32;55.67;0.01
35;Ille-et-Vilaine;35041.0;Brie;727.0;553.0;76,07%;174.0;23,93%;525.0;72,21%;94,94%;19.0;2,61%;3,44%;9.0;1,24%;1,63%;25.9;74.1;0.0
35;Ille-et-Vilaine;35042.0;Brielles;507.0;364.0;71,79%;143.0;28,21%;340.0;67,06%;93,41%;19.0;3,75%;5,22%;5.0;0,99%;1,37%;17.64;82.36;0.0
35;Ille-et-Vilaine;35044.0;Broualan;284.0;215.0;75,70%;69.0;24,30%;208.0;73,24%;96,74%;4.0;1,41%;1,86%;3.0;1,06%;1,40%;25.0;75.0;0.0
35;Ille-et-Vilaine;35045.0;Bruc-sur-Aff;692.0;469.0;67,77%;223.0;32,23%;452.0;65,32%;96,38%;11.0;1,59%;2,35%;6.0;0,87%;1,28%;18.36;81.64;0.0
35;Ille-et-Vilaine;35046.0;Les Brulais;391.0;280.0;71,61%;111.0;28,39%;272.0;69,57%;97,14%;7.0;1,79%;2,50%;1.0;0,26%;0,36%;22.43;77.57;0.0
35;Ille-et-Vilaine;35047.0;Bruz;13837.0;10008.0;72,33%;3829.0;27,67%;9814.0;70,93%;98,06%;140.0;1,01%;1,40%;54.0;0,39%;0,54%;33.33;66.67;0.0
35;Ille-et-Vilaine;35049.0;Cancale;5119.0;3608.0;70,48%;1511.0;29,52%;3533.0;69,02%;97,92%;55.0;1,07%;1,52%;20.0;0,39%;0,55%;20.81;79.2;0.0
35;Ille-et-Vilaine;35050.0;Cardroc;416.0;352.0;84,62%;64.0;15,38%;342.0;82,21%;97,16%;6.0;1,44%;1,70%;4.0;0,96%;1,14%;37.42;62.57;0.01
