Code département;Libellé département;Code commune;Libellé commune;Inscrits;Votants;% Votants;Abstentions;% Abstentions;Exprimés;% Exprimés/inscrits;% Exprimés/votants;Blancs;% Blancs/inscrits;% Blancs/votants;Nuls;% Nuls/inscrits;% Nuls/votants;Score_Gauche;Score_Droite;Score_Divers
22;Côtes-d'Armor;22327.0;Saint-Samson-sur-Rance;1268.0;983.0;77,52%;285.0;22,48%;961.0;75,79%;97,76%;13.0;1,03%;1,32%;9.0;0,71%;0,92%;28.31;71.7;0.0
22;Côtes-d'Armor;22328.0;Saint-Servais;300.0;228.0;76,00%;72.0;24,00%;219.0;73,00%;96,05%;8.0;2,67%;3,51%;1.0;0,33%;0,44%;39.73;60.27;0.0
22;Côtes-d'Armor;22330.0;Saint-Thélo;311.0;233.0;74,92%;78.0;25,08%;229.0;73,63%;98,28%;4.0;1,29%;1,72%;0.0;0,00%;0,00%;19.65;79.47;0.88
22;Côtes-d'Armor;22331.0;Sainte-Tréphine;132.0;92.0;69,70%;40.0;30,30%;87.0;65,91%;94,57%;5.0;3,79%;5,43%;0.0;0,00%;0,00%;22.99;77.01;0.0
22;Côtes-d'Armor;22332.0;Saint-Trimoël;390.0;302.0;77,44%;88.0;22,56%;297.0;76,15%;98,34%;3.0;0,77%;0,99%;2.0;0,51%;0,66%;20.2;78.79;1.01
22;Côtes-d'Armor;22333.0;Saint-Vran;578.0;414.0;71,63%;164.0;28,37%;408.0;70,59%;98,55%;4.0;0,69%;0,97%;2.0;0,35%;0,48%;22.55;76.98;0.47
22;Côtes-d'Armor;22334.0;Saint-Igeaux;106.0;73.0;68,87%;33.0;31,13%;67.0;63,21%;91,78%;4.0;3,77%;5,48%;2.0;1,89%;2,74%;25.37;74.62;0.01
22;Côtes-d'Armor;22335.0;Senven-Léhart;176.0;118.0;67,05%;58.0;32,95%;115.0;65,34%;97,46%;2.0;1,14%;1,69%;1.0;0,57%;0,85%;14.78;85.22;0.0
22;Côtes-d'Armor;22337.0;Sévignac;815.0;580.0;71,17%;235.0;28,83%;567.0;69,57%;97,76%;8.0;0,98%;1,38%;5.0;0,61%;0,86%;19.93;80.07;0.0
22;Côtes-d'Armor;22338.0;Squiffiec;638.0;448.0;70,22%;190.0;29,78%;434.0;68,03%;96,88%;12.0;1,88%;2,68%;2.0;0,31%;0,45%;32.72;67.28;0.0
22;Côtes-d'Armor;22339.0;Taden;1948.0;1476.0;75,77%;472.0;24,23%;1432.0;73,51%;97,02%;28.0;1,44%;1,90%;16.0;0,82%;1,08%;30.66;69.34;0.0
22;Côtes-d'Armor;22340.0;Tonquédec;984.0;700.0;71,14%;284.0;28,86%;671.0;68,19%;95,86%;20.0;2,03%;2,86%;9.0;0,91%;1,29%;35.92;64.08;0.0
22;Côtes-d'Armor;22341.0;Tramain;525.0;400.0;76,19%;125.0;23,81%;392.0;74,67%;98,00%;4.0;0,76%;1,00%;4.0;0,76%;1,00%;19.9;79.6;0.5
22;Côtes-d'Armor;22342.0;Trébédan;297.0;230.0;77,44%;67.0;22,56%;228.0;76,77%;99,13%;2.0;0,67%;0,87%;0.0;0,00%;0,00%;25.44;74.57;0.0
22;Côtes-d'Armor;22343.0;Trébeurden;3704.0;2828.0;76,35%;876.0;23,65%;2763.0;74,60%;97,70%;46.0;1,24%;1,63%;19.0;0,51%;0,67%;36.01;63.99;0.0
22;Côtes-d'Armor;22344.0;Trébrivan;547.0;414.0;75,69%;133.0;24,31%;395.0;72,21%;95,41%;16.0;2,93%;3,86%;3.0;0,55%;0,72%;37.21;62.78;0.01
22;Côtes-d'Armor;22345.0;Trébry;641.0;490.0;76,44%;151.0;23,56%;478.0;74,57%;97,55%;11.0;1,72%;2,24%;1.0;0,16%;0,20%;25.73;73.64;0.63
22;Côtes-d'Armor;22346.0;Trédaniel;688.0;544.0;79,07%;144.0;20,93%;531.0;77,18%;97,61%;7.0;1,02%;1,29%;6.0;0,87%;1,10%;21.47;77.77;0.76
22;Côtes-d'Armor;22347.0;Trédarzec;905.0;678.0;74,92%;227.0;25,08%;650.0;71,82%;95,87%;17.0;1,88%;2,51%;11.0;1,22%;1,62%;34.62;65.38;0.0
22;Côtes-d'Armor;22348.0;Trédias;380.0;289.0;76,05%;91.0;23,95%;287.0;75,53%;99,31%;1.0;0,26%;0,35%;1.0;0,26%;0,35%;27.18;72.82;0.0
22;Côtes-d'Armor;22349.0;Trédrez-Locquémeau;1334.0;1064.0;79,76%;270.0;20,24%;1036.0;77,66%;97,37%;20.0;1,50%;1,88%;8.0;0,60%;0,75%;45.95;54.06;0.0
22;Côtes-d'Armor;22350.0;Tréduder;192.0;168.0;87,50%;24.0;12,50%;159.0;82,81%;94,64%;6.0;3,13%;3,57%;3.0;1,56%;1,79%;46.54;53.46;0.0
22;Côtes-d'Armor;22351.0;Treffrin;429.0;334.0;77,86%;95.0;22,14%;317.0;73,89%;94,91%;16.0;3,73%;4,79%;1.0;0,23%;0,30%;33.44;66.56;0.0
22;Côtes-d'Armor;22352.0;Tréfumel;227.0;167.0;73,57%;60.0;26,43%;166.0;73,13%;99,40%;1.0;0,44%;0,60%;0.0;0,00%;0,00%;21.68;78.31;0.01
22;Côtes-d'Armor;22353.0;Trégastel;2519.0;1947.0;77,29%;572.0;22,71%;1894.0;75,19%;97,28%;27.0;1,07%;1,39%;26.0;1,03%;1,34%;31.15;68.84;0.01
22;Côtes-d'Armor;22354.0;Tréglamus;771.0;540.0;70,04%;231.0;29,96%;518.0;67,19%;95,93%;14.0;1,82%;2,59%;8.0;1,04%;1,48%;32.43;67.56;0.01
22;Côtes-d'Armor;22356.0;Trégomeur;775.0;609.0;78,58%;166.0;21,42%;593.0;76,52%;97,37%;8.0;1,03%;1,31%;8.0;1,03%;1,31%;27.99;72.01;0.0
22;Côtes-d'Armor;22358.0;Trégonneau;399.0;298.0;74,69%;101.0;25,31%;279.0;69,92%;93,62%;13.0;3,26%;4,36%;6.0;1,50%;2,01%;34.41;65.6;0.0
22;Côtes-d'Armor;22359.0;Trégrom;321.0;241.0;75,08%;80.0;24,92%;227.0;70,72%;94,19%;3.0;0,93%;1,24%;11.0;3,43%;4,56%;37.0;62.99;0.01
22;Côtes-d'Armor;22360.0;Trégueux;6388.0;4599.0;71,99%;1789.0;28,01%;4432.0;69,38%;96,37%;167.0;2,61%;3,63%;0.0;0,00%;0,00%;31.75;68.25;0.0
22;Côtes-d'Armor;22361.0;Tréguidel;534.0;419.0;78,46%;115.0;21,54%;403.0;75,47%;96,18%;12.0;2,25%;2,86%;4.0;0,75%;0,95%;29.53;70.46;0.01
