Code département;Code de la commune;LIBGEO;% Exp/Ins;CODGEO;Score_Gauche;Score_Droite;Score_Divers
56;154;Peillac;55.66;56154;26.51;73.48;0.01
56;155;Pénestin;59.14;56155;22.24;77.75;0.01
56;159;Pleucadeuc;52.11;56159;19.95;80.05;0.0
56;165;Ploërmel;52.44;56165;14.25;85.74;0.01
56;171;Pluherlin;52.27;56171;23.81;76.19;0.0
56;180;Porcaro;50.45;56180;19.23;80.79;0.0
56;184;Questembert;50.49;56184;25.47;74.53;0.0
56;191;Réminiac;46.46;56191;18.11;81.86;0.03
56;194;Rieux;47.67;56194;28.18;71.81;0.01
56;195;La Roche-Bernard;54.25;56195;28.76;71.25;0.0
56;196;Rochefort-en-Terre;60.86;56196;32.34;67.66;0.0
56;197;Val d'Oust;52.28;56197;19.4;80.6;0.0
56;200;Ruffiac;51.86;56200;12.7;87.3;0.0
56;202;Saint-Abraham;60.09;56202;16.8;83.2;0.0
56;208;Saint-Brieuc-de-Mauron;63.18;56208;17.78;82.22;0.0
56;211;Saint-Congard;53.37;56211;23.08;76.92;0.0
56;212;Saint-Dolay;50.25;56212;26.55;73.47;0.0
56;216;Saint-Gorgon;54.24;56216;23.76;76.28;0.0
56;218;Saint-Gravé;51.37;56218;29.56;70.44;0.0
56;219;Saint-Guyomard;49.86;56219;22.83;77.18;0.0
56;221;Saint-Jacut-les-Pins;52.9;56221;21.78;78.21;0.01
56;223;Saint-Jean-la-Poterie;52.64;56223;31.17;68.84;0.0
56;224;Saint-Laurent-sur-Oust;56.54;56224;24.28;75.71;0.01
56;225;Saint-Léry;54.34;56225;20.21;79.79;0.0
56;226;Saint-Malo-de-Beignon;56.82;56226;15.55;84.45;0.0
56;227;Saint-Malo-des-Trois-Fontaines;52.03;56227;9.77;90.24;0.0
56;228;Saint-Marcel;53.45;56228;15.71;84.27;0.02
56;229;Saint-Martin-sur-Oust;51.69;56229;23.37;76.64;0.0
56;230;Saint-Nicolas-du-Tertre;59.34;56230;14.83;85.19;0.0
56;232;Saint-Perreux;52.99;56232;27.77;72.22;0.01
56;236;Saint-Servant-sur-Oust;53.58;56236;20.85;79.14;0.01
56;239;Saint-Vincent-sur-Oust;53.01;56239;29.51;70.48;0.01
56;244;Sérent;50.33;56244;18.08;81.92;0.0
56;249;Taupont;54.8;56249;12.96;87.02;0.02
56;250;Théhillac;51.66;56250;17.52;82.47;0.01
56;253;Tréal;55.65;56253;19.2;80.81;0.0
56;256;Tréhorenteuc;60.58;56256;26.99;73.02;0.0
56;257;La Trinité-Porhoët;56.75;56257;14.82;85.17;0.01
56;69;Groix;58.85;56069;35.0;65.0;0.0
56;98;Lanester;47.49;56098;40.91;59.11;0.0
56;107;Larmor-Plage;59.8;56107;21.0;79.01;0.0
56;121;Lorient;47.15;56121;38.34;61.66;0.0
56;162;Ploemeur;54.66;56162;25.74;74.26;0.0
56;14;Berné;50.22;56014;21.81;78.19;0.0
56;21;Brandérion;53.22;56021;24.87;75.12;0.01
56;26;Bubry;49.49;56026;29.6;70.4;0.0
56;29;Calan;48.56;56029;28.41;71.57;0.02
56;36;Caudan;51.17;56036;23.52;76.47;0.01
56;40;Cléguer;51.71;56040;25.87;74.13;0.0
56;41;Cléguérec;50.15;56041;29.12;70.88;0.0
56;48;Le Croisty;51.29;56048;32.17;67.82;0.01
56;57;Le Faouët;53.2;56057;36.47;63.55;0.0
56;63;Gestel;49.59;56063;27.16;72.85;0.0
56;66;Gourin;49.29;56066;25.61;74.39;0.0
56;73;Guémené-sur-Scorff;47.55;56073;34.19;65.81;0.0
56;78;Guidel;52.3;56078;25.16;74.84;0.0
56;81;Guiscriff;48.57;56081;26.87;73.11;0.02
56;83;Hennebont;49.99;56083;33.84;66.16;0.0
56;89;Inguiniel;46.99;56089;29.32;70.67;0.01
56;90;Inzinzac-Lochrist;48.77;56090;33.93;66.07;0.0
56;93;Kergrist;47.94;56093;20.31;79.67;0.02
56;99;Langoëlan;61.43;56099;36.63;63.36;0.01
56;100;Langonnet;54.33;56100;30.63;69.37;0.0
56;101;Languidic;47.88;56101;28.08;71.9;0.02
56;104;Lanvaudan;54.91;56104;29.82;70.19;0.0
56;105;Lanvénégen;53.53;56105;38.49;61.52;0.0
56;110;Lignol;42.94;56110;19.59;80.4;0.01
56;113;Locmalo;49.86;56113;28.48;71.5;0.02
56;125;Malguénac;50.17;56125;28.02;71.96;0.02
56;131;Meslan;49.83;56131;32.05;67.94;0.01
56;146;Neulliac;48.82;56146;21.29;78.71;0.0
56;156;Persquen;54.58;56156;30.2;69.8;0.0
56;163;Ploërdut;44.38;56163;30.98;69.01;0.01
56;166;Plouay;51.22;56166;22.65;77.36;0.0
56;170;Plouray;52.41;56170;29.72;70.28;0.0
56;179;Pont-Scorff;48.61;56179;29.05;70.95;0.0
56;182;Priziac;53.74;56182;29.91;70.08;0.01
56;185;Quéven;50.12;56185;27.85;72.14;0.01
56;188;Quistinic;53.25;56188;33.96;66.03;0.01
56;199;Roudouallec;56.89;56199;31.98;68.01;0.01
56;201;Le Saint;53.51;56201;38.65;61.36;0.0
56;203;Saint-Aignan;59.26;56203;46.39;53.62;0.0
56;209;Sainte-Brigitte;61.69;56209;35.78;64.22;0.0
56;210;Saint-Caradec-Trégomel;59.52;56210;21.32;78.68;0.0
56;238;Saint-Tugdual;49.82;56238;24.44;75.56;0.0
56;242;Séglien;48.47;56242;29.65;70.37;0.0
56;245;Silfiac;54.17;56245;47.34;52.66;0.0
56;264;Kernascléden;52.81;56264;18.76;81.26;0.0
