Code département;LIBGEO;Score_Gauche;Score_Droite;Score_Divers
56;Forges de Lanouée;11.11;88.88;0.01
56;Lantillac;17.69;82.31;0.0
56;Lanvaudan;31.34;68.65;0.01
56;Lanvénégen;30.06;69.94;0.0
56;Larmor-Baden;26.85;73.03;0.12
56;Larmor-Plage;23.76;76.24;0.0
56;Larré;19.9;80.1;0.0
56;Lauzach;21.67;78.32;0.01
56;Lignol;19.09;80.91;0.0
56;Limerzel;21.34;78.65;0.01
56;Lizio;18.81;81.19;0.0
56;Locmalo;23.41;76.6;0.0
56;Locmaria;34.57;65.43;0.0
56;Locmaria-Grand-Champ;26.6;73.4;0.0
56;Locmariaquer;20.71;79.29;0.0
56;Locminé;20.68;79.32;0.0
56;Locmiquélic;36.98;63.01;0.01
56;Locoal-Mendon;28.4;71.6;0.0
56;Locqueltas;25.31;74.69;0.0
56;Lorient;41.83;58.18;0.0
56;Loyat;12.83;87.17;0.0
56;Malansac;19.8;80.2;0.0
56;Malestroit;12.55;87.44;0.01
56;Malguénac;22.48;77.51;0.01
56;Marzan;18.29;81.71;0.0
56;Mauron;13.02;86.97;0.01
56;Melrand;29.76;70.24;0.0
56;Ménéac;10.87;89.12;0.01
56;Merlevenez;25.6;74.4;0.0
56;Meslan;23.99;76.02;0.0
56;Meucon;24.81;75.19;0.0
56;Missiriac;15.47;84.52;0.01
56;Mohon;11.2;88.8;0.0
56;Molac;20.83;79.15;0.02
56;Monteneuf;16.16;83.84;0.0
56;Monterblanc;26.95;73.05;0.0
56;Montertelot;9.2;90.81;0.0
56;Moréac;15.59;84.42;0.0
56;Moustoir-Ac;22.24;77.75;0.01
56;Muzillac;26.34;73.58;0.08
56;Evellys;15.57;84.43;0.0
56;Néant-sur-Yvel;14.09;85.92;0.0
56;Neulliac;16.06;83.95;0.0
56;Nivillac;17.6;82.41;0.0
56;Nostang;31.75;68.26;0.0
56;Noyal-Muzillac;28.99;70.75;0.26
56;Noyal-Pontivy;15.66;84.33;0.01
56;Le Palais;40.07;59.94;0.0
56;Péaule;15.46;84.54;0.0
56;Peillac;17.21;82.79;0.0
56;Pénestin;16.93;83.08;0.0
56;Persquen;31.89;68.11;0.0
56;Plaudren;20.77;79.23;0.0
56;Plescop;26.81;73.2;0.0
56;Pleucadeuc;16.56;83.44;0.0
56;Pleugriffet;15.06;84.94;0.0
56;Ploemel;26.85;73.14;0.01
56;Ploemeur;30.05;69.95;0.0
56;Ploërdut;27.45;72.55;0.0
56;Ploeren;28.47;71.38;0.15
56;Ploërmel;11.32;88.68;0.0
56;Plouay;19.22;80.76;0.02
56;Plougoumelen;28.8;71.2;0.0
56;Plouharnel;21.01;78.99;0.0
56;Plouhinec;24.74;75.26;0.0
56;Plouray;25.0;74.99;0.01
56;Pluherlin;19.71;80.3;0.0
56;Plumelec;21.25;78.74;0.01
56;Pluméliau-Bieuzy;21.56;78.44;0.0
56;Plumelin;19.15;80.86;0.0
56;Plumergat;23.19;76.8;0.01
56;Pluneret;27.67;72.33;0.0
56;Pluvigner;25.12;74.89;0.0
56;Pontivy;24.88;75.13;0.0
56;Pont-Scorff;24.51;75.5;0.0
56;Porcaro;10.32;89.67;0.01
56;Port-Louis;32.87;67.13;0.0
56;Priziac;23.31;76.69;0.0
56;Questembert;19.22;80.78;0.0
56;Quéven;26.21;73.8;0.0
56;Quiberon;17.15;82.85;0.0
56;Quistinic;34.6;65.4;0.0
56;Radenac;13.71;86.3;0.0
56;Réguiny;16.16;83.85;0.0
56;Réminiac;10.96;89.05;0.0
56;Riantec;32.32;67.68;0.0
56;Rieux;19.14;80.86;0.0
56;La Roche-Bernard;28.03;71.96;0.01
56;Rochefort-en-Terre;28.7;71.31;0.0
56;Val d'Oust;15.25;84.74;0.01
56;Rohan;21.58;78.43;0.0
56;Roudouallec;23.69;76.32;0.0
56;Ruffiac;8.68;91.32;0.0
56;Le Saint;31.58;68.41;0.01
56;Saint-Abraham;13.76;86.24;0.0
56;Saint-Aignan;47.43;52.57;0.0
56;Saint-Allouestre;13.38;86.63;0.0
56;Saint-Armel;38.21;61.38;0.41
56;Saint-Avé;36.78;63.02;0.2
56;Saint-Barthélemy;24.49;75.51;0.0
56;Saint-Brieuc-de-Mauron;17.26;82.75;0.0
56;Sainte-Brigitte;40.83;59.16;0.01
56;Saint-Caradec-Trégomel;14.79;85.2;0.01
56;Saint-Congard;16.93;83.07;0.0
56;Saint-Dolay;19.31;80.69;0.0
56;Saint-Gérand-Croixanvec;17.47;82.53;0.0
56;Saint-Gildas-de-Rhuys;23.03;76.98;0.0
56;Saint-Gonnery;13.99;86.01;0.0
56;Saint-Gorgon;16.06;83.94;0.0
56;Saint-Gravé;21.55;78.45;0.0
56;Saint-Guyomard;14.86;85.13;0.01
56;Sainte-Hélène;27.45;72.54;0.01
56;Saint-Jacut-les-Pins;17.25;82.74;0.01
56;Saint-Jean-Brévelay;19.99;80.01;0.0
56;Saint-Jean-la-Poterie;28.1;71.9;0.0
56;Saint-Laurent-sur-Oust;12.85;87.17;0.0
56;Saint-Léry;18.75;81.25;0.0
56;Saint-Malo-de-Beignon;14.63;85.37;0.0
56;Saint-Malo-des-Trois-Fontaines;9.02;90.98;0.0
56;Saint-Marcel;12.5;87.5;0.0
56;Saint-Martin-sur-Oust;15.51;84.48;0.01
56;Saint-Nicolas-du-Tertre;14.58;85.43;0.0
56;Saint-Nolff;33.25;66.75;0.0
56;Saint-Perreux;21.59;78.42;0.0
56;Saint-Philibert;17.09;82.9;0.01
56;Saint-Pierre-Quiberon;20.41;79.59;0.0
56;Saint-Servant;13.57;86.44;0.0
56;Saint-Thuriau;21.29;78.72;0.0
56;Saint-Tugdual;22.34;77.66;0.0
56;Saint-Vincent-sur-Oust;19.78;80.22;0.0
56;Sarzeau;25.68;74.1;0.22
56;Sauzon;33.27;66.72;0.01
56;Séglien;24.34;75.66;0.0
56;Séné;36.43;63.35;0.22
56;Sérent;13.24;86.76;0.0
56;Silfiac;39.71;60.29;0.0
56;Le Sourn;23.29;76.71;0.0
56;Sulniac;28.37;71.63;0.0
56;Surzur;28.11;71.73;0.16
56;Taupont;10.79;89.22;0.0
56;Théhillac;17.07;82.94;0.0
56;Theix-Noyalo;28.72;71.13;0.15
56;Le Tour-du-Parc;24.63;74.78;0.59
56;Tréal;14.61;85.39;0.0
56;Trédion;26.73;73.27;0.0
56;Treffléan;26.07;73.94;0.0
56;Tréhorenteuc;18.84;81.16;0.0
56;La Trinité-Porhoët;10.59;89.42;0.0
56;La Trinité-sur-Mer;14.53;85.46;0.01
56;La Trinité-Surzur;30.08;69.92;0.0
56;Vannes;32.88;66.8;0.32
56;La Vraie-Croix;30.45;69.54;0.01
56;Le Bono;37.58;62.41;0.01
56;Sainte-Anne-d'Auray;23.6;76.4;0.0
56;Kernascléden;16.06;83.94;0.0
