Geo Point;Code département;Libellé département;CODGEO;Libellé Commune
47.89284339354431, -3.2442626359122846;56;Morbihan;56104;Lanvaudan
48.09262449269591, -3.2881970931368363;56;Morbihan;56163;Ploërdut
47.848118139996586, -2.406372089690897;56;Morbihan;56202;Saint-Abraham
47.638527302064674, -2.527352829019154;56;Morbihan;56015;Berric
48.11217874734769, -2.3952111619921985;56;Morbihan;56025;Brignac
47.83003729377215, -3.0000619064794636;56;Morbihan;56031;Camors
47.69512810888961, -3.3343564625520403;56;Morbihan;56062;Gâvres
47.84297671726186, -2.8587339480952627;56;Morbihan;56141;Moustoir-Ac
47.75496671311497, -3.1747730872341604;56;Morbihan;56148;Nostang
48.089531484982594, -2.7427742858124313;56;Morbihan;56198;Rohan
48.120009748785726, -3.69433663738008;56;Morbihan;56199;Roudouallec
48.010947299613775, -1.6963752103689798;35;Ille-et-Vilaine;35363;Pont-Péan
47.69757349467855, -1.9348815673813846;35;Ille-et-Vilaine;35064;La Chapelle-de-Brain
48.119808410436114, -1.4040398446091604;35;Ille-et-Vilaine;35068;Châteaubourg
48.53657645489995, -1.7420828657421403;35;Ille-et-Vilaine;35095;Dol-de-Bretagne
48.58768702702082, -1.8352100900894583;35;Ille-et-Vilaine;35116;La Fresnais
48.28821725201028, -1.5271973109861021;35;Ille-et-Vilaine;35118;Gahard
48.39483741150758, -1.082981785743635;35;Ille-et-Vilaine;35157;Le Loroux
48.21823290384827, -1.6075653799019256;35;Ille-et-Vilaine;35197;Mouazé
48.030579799793564, -1.5523453188013727;35;Ille-et-Vilaine;35204;Nouvoitou
47.87517535420026, -1.7341150582174831;35;Ille-et-Vilaine;35221;Pléchâtel
48.55598819460127, -1.603980349885301;35;Ille-et-Vilaine;35248;Sains
48.07611933393252, -1.7225558094413485;35;Ille-et-Vilaine;35281;Saint-Jacques-de-la-Lande
48.19234019983671, -2.1949712086050135;35;Ille-et-Vilaine;35297;Saint-Méen-le-Grand
48.18431188226761, -1.240049656412916;35;Ille-et-Vilaine;35330;Taillis
48.052831604657925, -1.605159244957337;35;Ille-et-Vilaine;35352;Vern-sur-Seiche
48.61941709431571, -2.4583856753027256;22;Côtes-d'Armor;22054;Erquy
48.25037219275086, -2.794165709487651;22;Côtes-d'Armor;22068;Grâce-Uzel
48.823601548065966, -3.1817585984897487;22;Côtes-d'Armor;22085;Kerbors
48.500031081029526, -2.7097215856661303;22;Côtes-d'Armor;22106;Langueux
48.175775994107525, -2.2510777423542248;22;Côtes-d'Armor;22133;Loscouët-sur-Meu
48.67218252212366, -3.1875937861160675;22;Côtes-d'Armor;22212;Plouëc-du-Trieux
48.63109130934533, -2.8819978469492353;22;Côtes-d'Armor;22232;Plourhan
48.52380485329088, -2.280573255090437;22;Côtes-d'Armor;22237;Pluduno
47.85585269987857, -3.6132344888630112;29;Finistère;29005;Baye
48.478853728216336, -4.362545184483814;29;Finistère;29095;Kersaint-Plabennec
48.49589121381534, -4.201542201914353;29;Finistère;29116;Lanneuffret
48.27558020880024, -4.44444112428863;29;Finistère;29120;Lanvéoc
48.056032274688235, -4.434730806445163;29;Finistère;29145;Confort-Meilars
48.57012909021984, -3.616577489657529;29;Finistère;29183;Plouégat-Moysan
48.37762353081911, -4.59896664614105;29;Finistère;29212;Plouzané
48.34652230817231, -2.6052764478330435;22;Côtes-d'Armor;22346;Trédaniel
48.6598608633688, -2.873916409373055;22;Côtes-d'Armor;22377;Tréveneuc
48.68679083111384, -3.227092214035688;22;Côtes-d'Armor;22269;Runan
48.59273825268418, -2.1922313500946506;22;Côtes-d'Armor;22302;Saint-Jacut-de-la-Mer
48.518755846945496, -2.383681985569108;22;Côtes-d'Armor;22286;Saint-Denoual
48.25020250896402, -2.9695564323709553;22;Côtes-d'Armor;22295;Saint-Gilles-Vieux-Marché
48.551527127480924, -2.2356205945646788;22;Côtes-d'Armor;22311;Saint-Lormel
48.759723599934254, -3.2245634153118523;22;Côtes-d'Armor;22383;Troguéry
48.39067894840724, -3.0036362766763243;22;Côtes-d'Armor;22386;Le Vieux-Bourg
48.26830592024628, -2.1284395259517597;22;Côtes-d'Armor;22036;La Chapelle-Blanche
48.67894581661151, -3.07389448983065;22;Côtes-d'Armor;22057;Le Faouët
48.511472098182495, -2.1332072736296857;22;Côtes-d'Armor;22105;Languenan
48.60676786917297, -3.527901691489259;22;Côtes-d'Armor;22119;Lanvellec
48.63350892357017, -2.9901564356599057;22;Côtes-d'Armor;22121;Lanvollon
48.272646029706195, -2.9111878285013244;22;Côtes-d'Armor;22149;Merléac
48.273660027370745, -3.491275051198534;22;Côtes-d'Armor;22157;Le Moustoir
48.81212816242925, -3.4669735051428145;22;Côtes-d'Armor;22168;Perros-Guirec
48.17458914462472, -2.5970205727773386;22;Côtes-d'Armor;22183;Plémet
48.741508792266956, -3.0916003685447224;22;Côtes-d'Armor;22233;Plourivo
48.12810110417873, -3.063656345891149;56;Morbihan;56041;Cléguérec
48.05194555764297, -2.415106938500265;56;Morbihan;56080;Guilliers
47.97503090372453, -3.10013987749034;56;Morbihan;56128;Melrand
47.731426817139905, -2.696314927332246;56;Morbihan;56137;Monterblanc
47.97481706510322, -2.870053724032582;56;Morbihan;56144;Évellys
47.69872611383357, -2.7417675727903945;56;Morbihan;56206;Saint-Avé
47.72280045999807, -2.2885565269173167;56;Morbihan;56218;Saint-Gravé
47.67251015156635, -2.1227143066151406;56;Morbihan;56232;Saint-Perreux
47.35405925219192, -3.230901193518358;56;Morbihan;56241;Sauzon
47.60498011656292, -2.592064461097568;56;Morbihan;56259;La Trinité-Surzur
48.244916564109786, -4.491943677386122;29;Finistère;29042;Crozon
48.56994589230279, -4.524869284806563;29;Finistère;29117;Lannilis
48.51067272439773, -3.8717124413373902;29;Finistère;29163;Pleyber-Christ
48.50227078914918, -3.940488035721464;29;Finistère;29266;Saint-Thégonnec Loc-Eguiner
48.508702240766816, -4.2557974309317945;29;Finistère;29295;Trémaouézan
47.90728287732169, -4.219951972361853;29;Finistère;29296;Tréméoc
47.99980525712724, -1.4961212843766156;35;Ille-et-Vilaine;35002;Amanlis
48.44007996396879, -1.4626825378414101;35;Ille-et-Vilaine;35004;Val-Couesnon
47.95811181094663, -1.1855961909319603;35;Ille-et-Vilaine;35008;Availles-sur-Seiche
47.763436347907735, -1.6735412932096705;35;Ille-et-Vilaine;35098;La Dominelais
47.82372043585145, -1.251937275028488;35;Ille-et-Vilaine;35103;Eancé
48.59361443800582, -1.8091853750456932;35;Ille-et-Vilaine;35132;Hirel
48.3914625762964, -1.691950509327462;35;Ille-et-Vilaine;35148;Lanrigan
48.22721590803195, -1.3484821109731198;35;Ille-et-Vilaine;35154;Livré-sur-Changeon
48.08450893021636, -1.0903824331980856;35;Ille-et-Vilaine;35183;Mondevert
48.166352169192315, -1.974728813357398;35;Ille-et-Vilaine;35203;La Nouaye
48.097275606268866, -1.7810066434882224;35;Ille-et-Vilaine;35240;Le Rheu
48.15224569267868, -1.8537968723170708;35;Ille-et-Vilaine;35275;Saint-Gilles
48.58001308421343, -1.8886390545803577;35;Ille-et-Vilaine;35279;Saint-Guinoux
48.061284960697265, -1.270683504798285;35;Ille-et-Vilaine;35338;Torcé
48.1898218657134, -1.3050699797547467;35;Ille-et-Vilaine;35347;Val-d'Izé
48.24985950275675, -4.299014155732905;29;Finistère;29001;Argol
48.01682992983615, -4.361192692227408;29;Finistère;29070;Guiler-sur-Goyen
48.63265115189536, -3.931409390053223;29;Finistère;29079;Henvic
48.28018256234892, -3.645913922535779;29;Finistère;29089;Kergloff
48.5344353698899, -4.730012305282042;29;Finistère;29109;Landunvez
48.64250369863524, -3.7215051477891663;29;Finistère;29113;Lanmeur
48.20546331412685, -3.9030169227757714;29;Finistère;29123;Lennon
48.43889118804663, -4.7210699477096405;29;Finistère;29177;Plouarzel
48.528930645496374, -4.592539484452854;29;Finistère;29196;Plouguin
48.592444868696894, -4.095746357557586;29;Finistère;29213;Plouzévédé
47.9537748355455, -4.009798466157899;29;Finistère;29247;Saint-Évarzec
48.562355553743245, -4.619760162899474;29;Finistère;29257;Saint-Pabu
48.34916479505323, -3.987759628195394;29;Finistère;29261;Saint-Rivoal
48.51542238170894, -4.158216092784721;29;Finistère;29264;Saint-Servais
48.41556074645047, -4.175816425774317;29;Finistère;29286;Tréflévénez
48.61009205223091, -4.08453016883681;29;Finistère;29301;Trézilidé
48.68323505651569, -1.8653440052151957;35;Ille-et-Vilaine;35049;Cancale
48.177081629218016, -1.7413145032368083;35;Ille-et-Vilaine;35059;La Chapelle-des-Fougeretz
47.872363431039645, -2.088404799728695;35;Ille-et-Vilaine;35084;Comblessac
48.34697793236181, -1.7102571474409098;35;Ille-et-Vilaine;35094;Dingé
47.817939717184544, -1.5824150407302084;35;Ille-et-Vilaine;35106;Ercé-en-Lamée
48.30217603387006, -1.7777382034695801;35;Ille-et-Vilaine;35130;Hédé-Bazouges
48.296882370054284, -1.4385549955137613;35;Ille-et-Vilaine;35178;Mézières-sur-Couesnon
48.41751955893901, -1.6240354454389352;35;Ille-et-Vilaine;35205;Noyal-sous-Bazouges
48.15267424488268, -1.7773286627618046;35;Ille-et-Vilaine;35210;Pacé
48.4179064375013, -1.929981226308309;35;Ille-et-Vilaine;35225;Plesder
47.905816633937405, -1.3437506309168037;35;Ille-et-Vilaine;35239;Retiers
48.380550659582255, -1.4931996514446573;35;Ille-et-Vilaine;35244;Romazy
48.11309826936629, -2.076225797148181;35;Ille-et-Vilaine;35277;Saint-Gonlay
48.284928479079234, -1.3457462162051441;35;Ille-et-Vilaine;35282;Rives-du-Couesnon
48.326847854647575, -1.4277251987844217;35;Ille-et-Vilaine;35304;Saint-Ouen-des-Alleux
48.34688943676666, -1.3142718991136215;35;Ille-et-Vilaine;35310;Saint-Sauveur-des-Landes
47.80750013594904, -1.5224505817549963;35;Ille-et-Vilaine;35332;Teillay
48.15661369051908, -1.5844372268831357;35;Ille-et-Vilaine;35334;Thorigné-Fouillard
48.4385592170784, -1.6973721174473604;35;Ille-et-Vilaine;35342;Trémeheuc
48.451792041709744, -2.1276186283311356;22;Côtes-d'Armor;22003;Aucaleuc
48.059113527873514, -2.620841543398244;22;Côtes-d'Armor;22027;Le Cambout
48.510492935904004, -3.4917280120826337;22;Côtes-d'Armor;22131;Loguivy-Plougras
48.227634919736666, -3.4609317309280505;22;Côtes-d'Armor;22163;Paule
48.35568772170431, -2.4152109230019456;22;Côtes-d'Armor;22185;Plénée-Jugon
48.76196277150734, -3.154469609002931;22;Côtes-d'Armor;22196;Pleudaniel
48.31178706593236, -2.007880383435003;22;Côtes-d'Armor;22208;Plouasne
48.73857830623221, -2.9792489742525143;22;Côtes-d'Armor;22214;Plouézec
48.68379026242281, -3.513468350501465;22;Côtes-d'Armor;22226;Ploumilliau
48.39927908013636, -3.484092849456566;22;Côtes-d'Armor;22243;Plusquellec
48.61825542744474, -3.102895321623121;22;Côtes-d'Armor;22248;Pommerit-le-Vicomte
48.33733289508829, -2.0239291297217643;22;Côtes-d'Armor;22352;Tréfumel
47.749466214087526, -2.098235754697233;56;Morbihan;56044;Cournon
47.65668268418407, -3.198361132823938;56;Morbihan;56055;Étel
47.74821053948151, -2.1974327734250623;56;Morbihan;56060;Les Fougerêts
47.80832208073061, -3.4376384926427623;56;Morbihan;56063;Gestel
47.93926228225459, -2.359144092500855;56;Morbihan;56065;Gourhel
47.8563819806875, -3.251954953861339;56;Morbihan;56090;Inzinzac-Lochrist
47.57760641034743, -2.96277594354625;56;Morbihan;56116;Locmariaquer
47.807348242044924, -2.387004052642215;56;Morbihan;56124;Malestroit
47.933038254681584, -2.8038520891016443;56;Morbihan;56140;Moréac
47.60051542304944, -3.122225916191673;56;Morbihan;56168;Plouharnel
47.70963263626797, -3.3496637660344617;56;Morbihan;56181;Port-Louis
48.096865616297585, -3.5650191528080257;56;Morbihan;56201;Le Saint
47.83286125385111, -2.22917842879293;56;Morbihan;56253;Tréal
48.386615901912556, -3.3742699079437326;22;Côtes-d'Armor;22328;Saint-Servais
48.39991881113289, -2.389069232919647;22;Côtes-d'Armor;22341;Tramain
48.2985077985793, -3.5267684519728286;22;Côtes-d'Armor;22351;Treffrin
48.61042982628992, -2.975256115667468;22;Côtes-d'Armor;22375;Tressignaux
48.81188591337173, -3.3449039997241417;22;Côtes-d'Armor;22379;Trévou-Tréguignec
48.436341207341954, -2.151585554530895;22;Côtes-d'Armor;22388;Vildé-Guingalan
48.07167377896529, -4.507384747992127;29;Finistère;29008;Beuzec-Cap-Sizun
48.57533816797108, -4.204438013327355;29;Finistère;29111;Lanhouarneau
48.13567050990772, -3.839933751061994;29;Finistère;29122;Laz
48.371494419106476, -4.6501415011963045;29;Finistère;29130;Locmaria-Plouzané
47.91303838353783, -3.84185416567477;29;Finistère;29146;Melgven
48.01111626924694, -4.209345066556811;29;Finistère;29173;Plonéis
48.25605563887173, -3.8235837574602463;29;Finistère;29175;Plonévez-du-Faou
48.046355067830525, -4.4976033520720025;29;Finistère;29218;Pont-Croix
48.45431043009017, -4.330189727936171;29;Finistère;29245;Saint-Divy
47.73092945694419, -3.3290430969236855;56;Morbihan;56118;Locmiquélic
47.69760462200203, -2.8311407548243483;56;Morbihan;56158;Plescop
47.715073629164884, -2.3702129797872344;56;Morbihan;56171;Pluherlin
47.67825662063206, -2.622103777514945;56;Morbihan;56255;Treffléan
48.004176681832305, -2.2953209096691434;56;Morbihan;56256;Tréhorenteuc
47.92017876155765, -2.6750440248335976;56;Morbihan;56027;Buléon
47.64046604982291, -2.299402551103518;56;Morbihan;56028;Caden
47.715958984835254, -2.4943653145031535;56;Morbihan;56108;Larré
47.999216648992224, -1.2393693328963329;35;Ille-et-Vilaine;35097;Domalain
48.328170263015465, -1.6259086678206032;35;Ille-et-Vilaine;35110;Feins
47.943904868425264, -1.2432228880104614;35;Ille-et-Vilaine;35125;La Guerche-de-Bretagne
47.828497019470916, -1.327648654088484;35;Ille-et-Vilaine;35167;Martigné-Ferchaud
48.24117530489468, -1.2865009535647316;35;Ille-et-Vilaine;35170;Mecé
47.898750163981504, -1.9528771362268087;35;Ille-et-Vilaine;35175;Mernel
48.1200607763001, -2.1624829383434436;35;Ille-et-Vilaine;35201;Muel
48.52868808849777, -1.8460749996070223;35;Ille-et-Vilaine;35224;Plerguer
48.35657330186942, -1.8130044738569537;35;Ille-et-Vilaine;35233;Québriac
48.258346052617924, -1.4209557346508155;35;Ille-et-Vilaine;35253;Saint-Aubin-du-Cormier
48.1367232884349, -2.1021891339116663;35;Ille-et-Vilaine;35295;Saint-Maugan
48.35002198509106, -1.423469007138757;35;Ille-et-Vilaine;35336;Le Tiercent
47.95677021441788, -1.959767226226906;35;Ille-et-Vilaine;35035;Bovel
48.37652362164467, -1.452165796745462;35;Ille-et-Vilaine;35075;Chauvigné
48.10859121395969, -1.8859488662368307;35;Ille-et-Vilaine;35080;Cintré
47.930330698750744, -1.6567878000865206;35;Ille-et-Vilaine;35090;Crevin
48.39371348739721, -2.5887890119592436;22;Côtes-d'Armor;22015;Bréhand
48.365375784779125, -2.911495669833046;22;Côtes-d'Armor;22099;Lanfains
48.55308299986967, -2.0144312068571977;22;Côtes-d'Armor;22103;Langrolay-sur-Rance
48.40121375167732, -3.1770985526858846;22;Côtes-d'Armor;22139;Magoar
48.514587985964525, -2.2193340279391998;22;Côtes-d'Armor;22172;Plancoët
48.34074131893954, -2.7952897427258603;22;Côtes-d'Armor;22203;Plœuc-L'Hermitage
48.4850234183266, -3.3748184940250456;22;Côtes-d'Armor;22216;Plougonver
47.9599536139332, -3.9388486393653013;29;Finistère;29272;Saint-Yvi
48.39486358601009, -4.045096918736153;29;Finistère;29277;Sizun
48.18610867026052, -3.6919790371455;29;Finistère;29278;Spézet
48.43135873020495, -4.521859794324753;29;Finistère;29011;Bohars
48.14889070095511, -4.11886748848833;29;Finistère;29025;Cast
48.258689605035194, -3.896689194540526;29;Finistère;29033;Le Cloître-Pleyben
48.6210445420373, -3.98044024238278;29;Finistère;29184;Plouénan
48.57605637296352, -3.8559708921225164;29;Finistère;29254;Saint-Martin-des-Champs
48.01069083646693, -2.58067942078514;56;Morbihan;56102;Forges de Lanouée
47.82385668631683, -2.3559008773995678;56;Morbihan;56133;Missiriac
48.01498840220642, -3.218833441714973;56;Morbihan;56156;Persquen
47.77932742805689, -2.6952158629356067;56;Morbihan;56157;Plaudren
48.13429048210244, -3.375672186839369;56;Morbihan;56170;Plouray
47.645452943796954, -2.122800967544879;56;Morbihan;56223;Saint-Jean-la-Poterie
48.01696195648654, -2.469013825423617;56;Morbihan;56227;Saint-Malo-des-Trois-Fontaines
47.631757745510725, -2.6517849171435186;56;Morbihan;56251;Theix-Noyalo
48.09858152323974, -2.524163218752909;56;Morbihan;56257;La Trinité-Porhoët
48.174545832878174, -1.4370271292193724;35;Ille-et-Vilaine;35031;La Bouëxière
48.110479231156376, -1.4898104869014541;35;Ille-et-Vilaine;35039;Brécé
48.01159670908795, -1.0985435039377853;35;Ille-et-Vilaine;35042;Brielles
48.425896840037744, -1.2457157447414038;35;Ille-et-Vilaine;35071;Le Châtellier
47.947923039565644, -1.4307106197297845;35;Ille-et-Vilaine;35108;Essé
47.958559505638235, -1.3539127908107476;35;Ille-et-Vilaine;35165;Marcillé-Robert
48.570838795053675, -1.758182871510525;35;Ille-et-Vilaine;35186;Mont-Dol
47.976012809565105, -1.2052813495556647;35;Ille-et-Vilaine;35200;Moutiers
48.42564245368213, -1.1976946140142226;35;Ille-et-Vilaine;35215;Parigné
48.18341737490215, -1.8935690783055514;35;Ille-et-Vilaine;35227;Pleumeleuc
48.26193473447018, -1.6003523769237749;35;Ille-et-Vilaine;35251;Saint-Aubin-d'Aubigné
48.250458465168734, -1.6520318490148052;35;Ille-et-Vilaine;35274;Saint-Germain-sur-Ille
48.15849263307686, -1.685339999670711;35;Ille-et-Vilaine;35278;Saint-Grégoire
47.917871730175385, -1.4218404692640998;35;Ille-et-Vilaine;35333;Le Theil-de-Bretagne
48.37116916799059, -1.920227250044733;35;Ille-et-Vilaine;35345;Trévérien
48.40333804955121, -2.911687900047397;22;Côtes-d'Armor;22262;Quintin
48.60361333921216, -2.248602591723071;22;Côtes-d'Armor;22282;Saint-Cast-le-Guildo
48.44752227694301, -2.8179024440338862;22;Côtes-d'Armor;22307;Saint-Julien
48.35065601742312, -2.268540546424408;22;Côtes-d'Armor;22369;Trémeur
48.705892344939876, -3.3675467732029523;22;Côtes-d'Armor;22030;Caouënnec-Lanvézéac
48.76341836109597, -3.3259713891013423;22;Côtes-d'Armor;22042;Coatréven
48.389910884605634, -3.1364122348887866;22;Côtes-d'Armor;22092;Kerpert
48.583590024616825, -2.529603874827951;22;Côtes-d'Armor;22186;Pléneuf-Val-André
48.47431751653194, -3.284976469260663;22;Côtes-d'Armor;22249;Pont-Melvez
48.5541101799201, -4.407112229029026;29;Finistère;29126;Loc-Brévalaire
47.81546601151469, -3.775896435760512;29;Finistère;29153;Névez
48.63721667754028, -3.8156544603112534;29;Finistère;29186;Plouezoc'h
47.955432557541535, -3.5475381384262166;29;Finistère;29230;Querrien
48.313634238785724, -2.0806987621722692;22;Côtes-d'Armor;22069;Guenroc
48.40376732808839, -3.29029377751837;22;Côtes-d'Armor;22138;Maël-Pestivien
48.582713836218865, -3.1431922194761563;22;Côtes-d'Armor;22161;Pabu
48.78542781504321, -3.518777493190809;22;Côtes-d'Armor;22198;Pleumeur-Bodou
48.2236933611001, -3.516379511444769;22;Côtes-d'Armor;22202;Plévin
48.496580804818194, -3.5645663818142;22;Côtes-d'Armor;22217;Plougras
48.106145167028124, -2.5912220866061655;22;Côtes-d'Armor;22241;Plumieux
48.73168265014376, -3.2332361305423283;22;Côtes-d'Armor;22264;La Roche-Jaudy
48.19188963202525, -2.86752798517365;22;Côtes-d'Armor;22279;Saint-Caradec
48.33761283084385, -2.068749098710134;22;Côtes-d'Armor;22312;Saint-Maden
48.59485513742797, -3.4026792795067093;22;Côtes-d'Armor;22359;Trégrom
48.33011725801109, -3.267158891170826;22;Côtes-d'Armor;22365;Trémargat
48.034724331990546, -3.1023116562130837;56;Morbihan;56076;Guern
47.95410919481656, -2.5478970675285364;56;Morbihan;56091;Josselin
47.769324442120215, -2.3861728024162794;56;Morbihan;56159;Pleucadeuc
47.487978044724514, -3.1227277511609017;56;Morbihan;56186;Quiberon
47.94912282979411, -2.713192038984608;56;Morbihan;56189;Radenac
48.09613599460711, -3.366977478725556;56;Morbihan;56238;Saint-Tugdual
48.04841603336822, -1.138441732891718;35;Ille-et-Vilaine;35006;Argentré-du-Plessis
48.18125312560542, -1.6464563368763738;35;Ille-et-Vilaine;35024;Betton
48.471176036566725, -1.76133278952476;35;Ille-et-Vilaine;35029;Bonnemain
48.26671127882724, -1.8639649480634999;35;Ille-et-Vilaine;35058;La Chapelle-Chaussée
48.125188790762834, -1.8582145247678479;35;Ille-et-Vilaine;35065;La Chapelle-Thouarault
48.55802217069095, -1.9284954537688372;35;Ille-et-Vilaine;35070;Châteauneuf-d'Ille-et-Vilaine
48.10933733047943, -1.116871476226544;35;Ille-et-Vilaine;35105;Erbrée
48.29414597962963, -1.8663366757957618;35;Ille-et-Vilaine;35134;Les Iffs
48.23601572142538, -1.8451901989553843;35;Ille-et-Vilaine;35144;Langan
48.57081749963645, -1.8549671684581222;35;Ille-et-Vilaine;35153;Lillemer
48.05231871142257, -1.6627284909787454;35;Ille-et-Vilaine;35206;Noyal-Châtillon-sur-Seiche
48.27100866198818, -1.194688868357175;35;Ille-et-Vilaine;35214;Parcé
48.09326691887594, -1.3579516170135162;35;Ille-et-Vilaine;35264;Saint-Didier
48.00489220803604, -1.1726835047024422;35;Ille-et-Vilaine;35272;Saint-Germain-du-Pinel
48.58525989276481, -1.6280482596748214;35;Ille-et-Vilaine;35291;Saint-Marcan
48.458014238148365, -1.8778402832831353;35;Ille-et-Vilaine;35308;Mesnil-Roc'h
48.03164573430121, -2.0086929290469047;35;Ille-et-Vilaine;35340;Treffendel
48.30658366356695, -2.369103666992024;22;Côtes-d'Armor;22267;Rouillac
48.67433993987417, -3.5566456902871044;22;Côtes-d'Armor;22319;Saint-Michel-en-Grève
48.613932216458565, -3.1632148012510446;22;Côtes-d'Armor;22358;Trégonneau
48.57715815476378, -3.0063341580506617;22;Côtes-d'Armor;22019;Bringolo
48.40939302468879, -3.230680461477553;22;Côtes-d'Armor;22088;Kerien
48.332427425246884, -3.409970759309314;22;Côtes-d'Armor;22128;Locarn
48.16847510350928, -3.290144558300456;22;Côtes-d'Armor;22146;Mellionnec
48.50578538306872, -2.8804807769133474;22;Côtes-d'Armor;22188;Plerneuf
48.27977801969337, -2.6900266392636634;22;Côtes-d'Armor;22219;Plouguenast-Langast
48.530550245147154, -3.1094049735917677;22;Côtes-d'Armor;22225;Ploumagoar
48.397066868317864, -4.222060031673514;29;Finistère;29270;Saint-Urbain
47.88482065896248, -4.339131135957931;29;Finistère;29292;Tréguennec
47.81427539251612, -2.006175534725598;35;Ille-et-Vilaine;35045;Bruc-sur-Aff
47.87221088062034, -1.416270149833475;35;Ille-et-Vilaine;35082;Coësmes
48.49972415366313, -1.703048004041398;35;Ille-et-Vilaine;35104;Epiniac
48.254539390042304, -1.5170262457629726;35;Ille-et-Vilaine;35107;Ercé-près-Liffré
47.86155684172024, -1.292913473338416;35;Ille-et-Vilaine;35114;Forges-la-Forêt
48.31709025111877, -1.2059792708434958;35;Ille-et-Vilaine;35137;Javené
47.967022370647356, -1.7139398906777104;35;Ille-et-Vilaine;35139;Laillé
48.2810204718649, -1.9268726929173277;35;Ille-et-Vilaine;35180;Miniac-sous-Bécherel
48.53106618575119, -1.5736724240740974;35;Ille-et-Vilaine;35222;Pleine-Fougères
48.10036552770044, -1.2915064569220978;35;Ille-et-Vilaine;35252;Saint-Aubin-des-Landes
47.94282472997957, -1.1704119192818814;35;Ille-et-Vilaine;35325;La Selle-Guerchaise
47.672409748649926, -3.161736554927675;56;Morbihan;56013;Belz
47.813267553874056, -3.3414118818498872;56;Morbihan;56036;Caudan
47.63042053669387, -3.000327876103034;56;Morbihan;56046;Crach
47.907834204843375, -2.1291416938091445;56;Morbihan;56075;Guer
47.588661514891264, -2.7965288698670854;56;Morbihan;56088;Île-d'Arz
47.7687876170804, -3.247912232421105;56;Morbihan;56094;Kervignac
47.77169699263944, -3.1133302895040242;56;Morbihan;56097;Landévant
47.994157163906294, -2.6912653630555945;56;Morbihan;56160;Pleugriffet
47.90925220707338, -3.1273939660534067;56;Morbihan;56188;Quistinic
47.64212422964367, -2.2382263007064176;56;Morbihan;56216;Saint-Gorgon
47.7627344360266, -2.2645262790949556;56;Morbihan;56229;Saint-Martin-sur-Oust
48.24311008262776, -3.6641547736120073;29;Finistère;29029;Cléden-Poher
48.305559227171706, -4.142596564319735;29;Finistère;29053;Le Faou
48.434157334700664, -4.314870922291029;29;Finistère;29056;La Forest-Landerneau
48.38414779632583, -4.313770602601793;29;Finistère;29140;Loperhet
48.3603173039468, -4.382673752226675;29;Finistère;29189;Plougastel-Daoulas
48.445728911689905, -3.8807840970884606;29;Finistère;29202;Plounéour-Ménez
48.20812081997656, -3.611006946851952;29;Finistère;29250;Saint-Hernin
47.86849163199846, -4.30916465543175;29;Finistère;29252;Saint-Jean-Trolimon
48.23579083742642, -4.077582892592827;29;Finistère;29263;Saint-Ségal
48.05547290273416, -4.265145881143125;29;Finistère;29087;Le Juch
48.68293224020927, -3.667591686451052;29;Finistère;29133;Locquirec
48.15816524996369, -4.212889635775947;29;Finistère;29166;Ploéven
48.473432281760175, -4.194586689329399;29;Finistère;29237;La Roche-Maurice
48.59979615456267, -4.373335966333686;29;Finistère;29248;Saint-Frégant
48.44826427216525, -4.000249112803793;29;Finistère;29262;Saint-Sauveur
47.66748009764836, -2.990485003314689;56;Morbihan;56007;Auray
47.78470297156639, -2.447012827401232;56;Morbihan;56020;Bohal
47.76382907371059, -2.1402367718551187;56;Morbihan;56061;La Gacilly
47.39001573199813, -2.968397218082545;56;Morbihan;56086;Île-d'Houat
47.92704989201864, -3.3372754863379543;56;Morbihan;56166;Plouay
48.14488091620087, -3.1729596926629817;56;Morbihan;56245;Silfiac
48.027810454681905, -3.730245403314739;29;Finistère;29274;Scaër
48.42657464114599, -3.6683314220871432;29;Finistère;29275;Scrignac
48.23771627882694, -4.231047883859354;29;Finistère;29289;Trégarvan
48.53106512361239, -3.3818371582833917;22;Côtes-d'Armor;22005;Belle-Isle-en-Terre
48.359241336135476, -3.53211129444564;22;Côtes-d'Armor;22031;Carnoët
48.66956621990305, -3.2552637436482668;22;Côtes-d'Armor;22041;Coatascorn
48.425666428990944, -2.1831046599580097;22;Côtes-d'Armor;22097;La Landec
48.451577637530804, -2.0114884585409434;22;Côtes-d'Armor;22118;Lanvallay
48.169286969951244, -3.206382639399914;22;Côtes-d'Armor;22124;Lescouët-Gouarec
48.41026620350685, -2.8103473870124343;22;Côtes-d'Armor;22171;Plaintel
48.63674271423779, -3.3714806804905773;22;Côtes-d'Armor;22245;Pluzunet
48.45848844728416, -2.62222372557139;22;Côtes-d'Armor;22246;Pommeret
48.735705197533385, -3.386851043297325;22;Côtes-d'Armor;22265;Rospez
48.379696420723874, -3.0869094051136288;22;Côtes-d'Armor;22294;Saint-Gilles-Pligeaux
48.305325601577145, -2.964675143154532;22;Côtes-d'Armor;22313;Saint-Martin-des-Prés
48.55696485740258, -3.2546290079690814;22;Côtes-d'Armor;22354;Tréglamus
48.78432609355878, -3.2323635346482997;22;Côtes-d'Armor;22362;Tréguier
48.18693596932489, -3.5293689271781603;22;Côtes-d'Armor;22373;Tréogan
48.48785318675125, -1.9833936003151997;22;Côtes-d'Armor;22385;La Vicomté-sur-Rance
