CODGEO,LIBGEO,Code département,annee,type,taux_brut_de_natalit___pour_mille_
56247,Sulniac,56,2022,Taux brut de natalité (pour mille),8.7
56248,Surzur,56,2022,Taux brut de natalité (pour mille),8.7
56249,Taupont,56,2022,Taux brut de natalité (pour mille),8.7
56250,Théhillac,56,2022,Taux brut de natalité (pour mille),8.7
56251,Theix-Noyalo,56,2022,Taux brut de natalité (pour mille),8.7
56252,Le Tour-du-Parc,56,2022,Taux brut de natalité (pour mille),8.7
56253,Tréal,56,2022,Taux brut de natalité (pour mille),8.7
56254,Trédion,56,2022,Taux brut de natalité (pour mille),8.7
56255,Treffléan,56,2022,Taux brut de natalité (pour mille),8.7
56256,Tréhorenteuc,56,2022,Taux brut de natalité (pour mille),8.7
56257,La Trinité-Porhoët,56,2022,Taux brut de natalité (pour mille),8.7
56258,La Trinité-sur-Mer,56,2022,Taux brut de natalité (pour mille),8.7
56259,La Trinité-Surzur,56,2022,Taux brut de natalité (pour mille),8.7
56260,Vannes,56,2022,Taux brut de natalité (pour mille),8.7
56261,La Vraie-Croix,56,2022,Taux brut de natalité (pour mille),8.7
56262,Le Bono,56,2022,Taux brut de natalité (pour mille),8.7
56263,Sainte-Anne-d'Auray,56,2022,Taux brut de natalité (pour mille),8.7
56264,Kernascléden,56,2022,Taux brut de natalité (pour mille),8.7
